month,stock,code,status,hs300_return,curr_return,excess_return_curr,next_return,excess_return_next,EP,EPcut,BP,SP,NCFP,OCFP,DP,G/PE,Sales_G_q,Profit_G_q,OCF_G_q,ROE_G_q,ROE_q,ROE_ttm,ROA_q,ROA_ttm,grossprofitmargin_q,grossprofitmargin_ttm,profitmargin_q,profitmargin_ttm,assetturnover_q,assetturnover_ttm,operationcashflowratio_q,operationcashflowratio_ttm,financial_leverage,debtequityratio,cashratio,currentratio,ln_capital,HAlpha,return_1m,return_3m,return_6m,return_12m,wgt_return_1m,wgt_return_3m,wgt_return_6m,wgt_return_12m,exp_wgt_return_1m,exp_wgt_return_3m,exp_wgt_return_6m,exp_wgt_return_12m,std_FF3factor_1m,std_FF3factor_3m,std_FF3factor_6m,std_FF3factor_12m,std_1m,std_3m,std_6m,std_12m,ln_price,beta,turn_1m,turn_3m,turn_6m,turn_12m,bias_turn_1m,bias_turn_3m,bias_turn_6m,bias_turn_12m,rating_average,rating_change,rating_targetprice,holder_avgpctchange,macd,dea,dif,rsi,psy,bias,CON_BP,CON_EP,CON_EPS,CON_GPE,CON_NP,CON_ROE,CON_BP_REL,CON_EP_REL,CON_EPS_REL,CON_GPE_REL,CON_NP_REL,CON_ROE_REL
135,000001.SZ,000001,1,0.147392,0.285093,0.137701,0.12166060000000001,-0.0577664,-1.32088,-1.22142,-0.453111,0.182065,-0.620546,1.66987,-1.51407,0.274287,0.295864,0.319515,0.390044,0.2683,1.17766,-0.753426,0.322839,0.193036,0.0,0.0,0.411975,-1.53345,0.0953477,0.0241441,0.572428,1.3824,-0.03919,-0.264134,0.0,0.0,-0.0993541,-0.689152,0.44954,0.178637,-0.764109,-0.408187,-0.238728,0.12894,0.154881,0.20202,0.0599972,-0.0648787,0.0108457,0.107708,-0.990268,0.0130521,-0.504542,-0.204504,-0.587151,-0.228489,-0.933406,-0.627479,-1.82313,-0.968295,0.272491,0.561102,0.395505,0.301396,-0.720024,0.01278,-0.601921,-0.913802,-0.489985,-0.0961806,0.804235,-0.273936,1.88427,-1.32275,-1.34695,-0.120411,1.71267,0.85507,-0.258291,0.221943,2.46316,3.21168,1.32343,0.504779,0.252816,0.0538927,0.0945301,2.91807,0.189406,-0.0172944
135,000002.SZ,000002,1,0.147392,0.31893,0.171538,0.013622999999999996,-0.165804,-0.363018,-0.146281,-0.337792,0.228234,1.53594,0.381608,-0.610869,0.28869,0.521722,-0.245795,-0.423408,-0.0335697,-0.352867,-0.516252,-0.764673,-0.800855,-0.588908,-0.192369,-0.578291,-0.648991,-0.0730459,0.063946,0.458424,0.345848,-0.472752,-0.337221,-0.269428,-0.242503,-2.89908,-0.356928,-1.33337,-0.867299,0.489114,0.312069,-0.040626,-0.0190636,0.282866,0.127165,0.556949,0.116186,0.0497112,0.139627,-0.872832,-0.196327,0.665071,0.541148,-0.27295,0.331374,0.905211,0.428711,0.749959,0.572958,0.0264421,-0.156959,-0.100127,-0.0448885,0.114531,-0.140546,-0.0189112,-0.32102,-0.00276626,-0.62712,-0.846221,0.876527,-1.42679,-1.21491,-0.63271,-0.741199,-1.94202,-0.401516,-0.355365,-0.528233,-0.97158,-0.754398,-1.25785,-0.594715,-0.686857,0.133785,0.774049,0.704935,0.435982,0.641472
135,000003.SZ,000003,0,0.147392,0.014601000000000003,-0.132791,0.009833000000000008,-0.169594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,000004.SZ,000004,1,0.147392,0.21342319999999998,0.0660312,-0.008594999999999992,-0.188022,-0.792192,-0.581793,-0.849732,-0.88699,-0.261462,-0.392517,-0.361536,0.0151095,0.533135,0.202952,0.546247,0.158615,-0.670695,-1.61142,-0.845978,-1.64053,1.02608,0.723106,-0.540003,-2.06472,-1.20187,-1.14204,-0.649043,-0.494115,-0.0228976,-0.673813,-0.00506527,-0.42576,1.6996,1.02892,-1.24662,-1.33914,-1.2142,-0.593424,-0.187524,0.607397,1.0411,1.22696,-0.928937,-0.287718,0.300729,0.780312,-0.299111,0.57569,0.435968,1.12204,0.248914,0.911067,1.31285,1.87856,0.192387,-0.964999,1.03073,1.50819,1.51707,1.40371,-0.173301,0.537994,0.718737,1.14528,0.633038,0.195757,-0.0135729,0.406022,-0.71659,-0.549467,-1.04819,-1.0632,-0.631249,-1.30037,0.136451,0.346206,0.576947,-0.0139547,1.81898,0.263626,0.22527,0.130111,0.107794,-0.113237,0.190859,0.0279903
135,000005.SZ,000005,1,0.147392,0.085506,-0.061886,0.1285541,-0.0508729,-0.338216,-0.467439,-0.261551,-0.456885,0.192917,-0.394112,-0.514893,0.131945,-1.02039,0.701431,0.040018,1.12904,-0.390832,-0.460426,0.0483676,-0.268672,1.63638,1.55198,-2.53242,-2.61088,-0.493224,-0.576659,-0.165938,-1.77403,0.702161,1.54927,-0.694827,-1.73304,0.347812,0.490874,1.32389,1.38862,1.43018,1.50524,0.494051,0.460816,0.579453,0.445964,0.652589,0.475025,0.401254,0.441269,1.40704,1.8269,1.07987,0.305349,0.819516,1.19936,1.35552,0.47491,1.92888,0.506181,0.248084,0.397153,0.494104,0.660993,-0.940525,-0.943528,-0.932975,-0.528144,-0.121083,0.0400469,4.36728,-0.618742,0.315801,0.479654,0.749335,0.505139,0.150658,0.974133,0.0279143,0.070825,0.118029,-0.00285479,0.372116,0.0539313,0.0460846,0.0266174,0.0220519,-0.0231655,0.039045,0.0057261
135,000006.SZ,000006,1,0.147392,0.2003872,0.0529952,-0.02688399999999999,-0.206311,-0.732175,-0.610124,0.132989,-0.329653,-0.413783,-2.15562,0.693182,0.115925,-1.89827,-0.735415,-0.0318409,-0.487181,0.458564,-0.852243,0.422368,-0.643105,0.966283,1.78621,1.10832,-1.62001,-0.266307,-0.580233,-0.355034,2.43583,-1.12008,-1.25565,-0.384551,0.0301854,-0.27653,-0.426448,-0.0393859,-0.466308,-0.883669,-0.230511,0.809872,0.668696,0.314987,0.366827,-0.243201,0.60554,0.723952,0.611188,0.0894496,-0.0348895,0.162464,0.165921,-0.327025,0.234566,-0.149211,0.012415,-0.513903,-0.652815,1.11848,0.891231,0.507124,0.473909,0.805843,0.433343,-0.434021,-0.631538,-0.194464,-0.0318639,-1.46196,2.00803,-1.77478,-1.18774,-1.22783,-0.410481,-0.974881,-0.388915,-0.29306,-0.0663479,0.0957474,0.474722,-0.765138,-0.0829816,-0.652188,0.270697,0.750509,2.45553,0.4612,0.931317
135,000007.SZ,000007,1,0.147392,0.1246014,-0.0227906,0.28911200000000004,0.109685,-2.14309,-1.98795,-2.31601,-0.14237,0.557437,0.0156852,-0.681494,0.00788431,-0.501892,0.105903,-0.596938,0.0827674,0.264657,2.73046,-1.22482,-2.00504,2.18167,1.6992,-1.63953,-1.8027,-0.29634,-0.346744,0.0298214,-0.560372,2.37209,2.48404,-0.153173,-0.680377,0.886871,0.105033,-0.585881,0.0702484,0.52688,1.35822,-0.355638,0.4655,0.935934,1.33032,0.734521,0.522642,0.632046,0.881182,-0.414685,-0.67869,-0.623281,-1.10707,-0.190589,0.280675,0.737432,1.83691,0.80176,0.423774,-1.00626,-0.199233,0.438638,0.785223,-2.08304,-1.32655,-0.482546,0.48089,-0.308849,0.102149,-0.00708253,-1.18704,0.287618,-0.591629,-0.431757,-0.603194,-0.631144,0.208039,0.0712017,0.180655,0.301059,-0.00728177,0.949165,0.137564,0.117549,0.0678935,0.0562482,-0.0590887,0.099593,0.0146057
135,000008.SZ,000008,1,0.147392,0.2443886,0.0969966,0.1297865,-0.0496405,-0.174306,0.113163,-1.0382,-2.27112,-0.32631,-0.590389,-0.508115,-0.0853422,-0.0317612,-1.19182,0.227198,-1.35655,-0.26824,-0.0976329,-0.3255,0.0428638,0.836747,0.51239,-0.193499,0.483549,-2.65048,-2.59698,1.78148,1.79407,1.48517,0.421865,2.63258,3.02535,1.97356,0.498092,-1.89204,0.181887,-0.000859066,-0.690128,-0.276148,1.00108,1.44802,1.36409,0.618401,0.373444,0.716523,1.11903,-0.391036,1.05054,0.990274,1.20791,-0.361626,1.45807,1.94134,2.26227,-0.180181,0.27502,0.59425,1.47589,1.7374,1.47192,-0.953172,0.696916,1.60124,1.63295,-0.687437,0.227362,-0.0157643,0.255251,0.6246,-1.18635,-0.781613,-0.538643,-2.38529,-0.0749956,0.158481,0.402101,0.670096,-0.0162078,2.11265,0.306189,0.26164,0.151117,0.125197,-0.13152,0.221674,0.0325093
135,000009.SZ,000009,1,0.147392,0.243088,0.095696,0.03640299999999999,-0.143024,-0.234168,0.50664,-0.624284,0.223813,0.364358,1.03611,-0.831447,0.21678,2.02855,0.153133,1.61479,-0.172886,-0.0320167,0.0323176,0.865736,0.0860396,-0.554019,-0.115254,-0.424907,0.158325,1.00693,0.579072,0.588929,0.72086,0.338789,-0.29444,0.371336,-0.244355,-0.95872,0.299882,-0.0736293,0.84177,-1.57355,-2.1889,-0.365204,0.252862,-0.900946,-1.17673,0.280838,0.164624,0.0327649,-0.237611,-0.0948563,0.23837,-0.788592,-0.533733,0.580304,-0.0497332,-0.939237,-0.627725,-0.0284619,0.264534,0.0617097,0.0273512,-0.489684,-0.625915,0.426581,0.452873,-0.315965,-0.936022,-2.29321,-0.950519,0.00765726,1.51571,0.911887,-0.549259,0.0852803,-0.492337,1.3863,0.613442,-1.04418,-0.189199,-0.261789,1.77083,0.800765,0.735222,0.0115841,0.0955354,0.225598,1.35996,-0.0364773,0.0989807
135,000010.SZ,000010,1,0.147392,0.003905999999999993,-0.143486,0.05199500000000001,-0.127432,0.106829,-0.543211,-1.7828,-1.06274,0.00488145,-0.321831,-0.841045,0.897187,1.29117,1.88805,0.111159,2.92693,3.01707,2.08358,0.838623,1.31297,1.12829,1.15858,1.38725,-1.04429,-0.23816,-0.236961,0.325338,-0.193931,-0.68058,0.0219277,-0.750468,-0.458928,0.965803,0.0638982,0.549504,0.666553,0.150065,1.35784,1.00523,1.13008,1.10831,1.60625,2.02711,1.68536,1.46445,1.32407,0.662202,-0.184983,0.191594,-0.0256556,0.161927,0.37151,1.69904,1.99764,0.119151,0.661205,0.420211,0.432469,0.839744,1.00351,0.105667,0.0330125,0.676151,1.47436,0.636366,0.0444239,-0.00771287,-1.16383,0.846394,0.105142,0.631593,-0.109708,-0.550087,1.38773,0.0775387,0.196733,0.327853,-0.00792985,1.03364,0.149807,0.128011,0.073936,0.0612543,-0.0643477,0.108457,0.0159056
