month,stock,code,status,hs300_return,curr_return,excess_return_curr,next_return,excess_return_next,EP,EPcut,BP,SP,NCFP,OCFP,DP,G/PE,Sales_G_q,Profit_G_q,OCF_G_q,ROE_G_q,ROE_q,ROE_ttm,ROA_q,ROA_ttm,grossprofitmargin_q,grossprofitmargin_ttm,profitmargin_q,profitmargin_ttm,assetturnover_q,assetturnover_ttm,operationcashflowratio_q,operationcashflowratio_ttm,financial_leverage,debtequityratio,cashratio,currentratio,ln_capital,HAlpha,return_1m,return_3m,return_6m,return_12m,wgt_return_1m,wgt_return_3m,wgt_return_6m,wgt_return_12m,exp_wgt_return_1m,exp_wgt_return_3m,exp_wgt_return_6m,exp_wgt_return_12m,std_FF3factor_1m,std_FF3factor_3m,std_FF3factor_6m,std_FF3factor_12m,std_1m,std_3m,std_6m,std_12m,ln_price,beta,turn_1m,turn_3m,turn_6m,turn_12m,bias_turn_1m,bias_turn_3m,bias_turn_6m,bias_turn_12m,rating_average,rating_change,rating_targetprice,holder_avgpctchange,macd,dea,dif,rsi,psy,bias,CON_BP,CON_EP,CON_EPS,CON_GPE,CON_NP,CON_ROE,CON_BP_REL,CON_EP_REL,CON_EPS_REL,CON_GPE_REL,CON_NP_REL,CON_ROE_REL
198,000001.SZ,000001,1,0.048198,-0.0079358,-0.0561338,0.0924538,0.0690608,0.305948,0.307246,0.183848,0.157401,2.80058,1.33941,-1.06341,0.609134,1.09477,0.389237,0.727582,0.132217,-0.187021,-0.182088,0.169025,0.147777,0.0,0.0,0.189965,0.186125,0.0803508,0.0540022,0.608418,1.61274,-0.0696994,-0.137014,0.0,0.0,-0.144138,-0.202032,0.582497,0.584226,0.123781,0.255497,0.242359,0.141661,0.0521489,-0.0749013,0.280478,0.271736,0.233581,0.171836,0.30022,0.2109,-0.098346,-0.757251,0.0796515,-0.132363,-0.302281,-0.841541,-1.04488,-0.611188,0.148665,-0.0021391,-0.0779667,-0.207752,0.877501,0.653029,0.54274,0.291644,-1.08601,-0.286997,0.460205,-0.260239,2.07809,1.75977,1.75036,0.759162,0.0134391,0.652929,0.189553,0.275645,1.54674,1.24142,0.793983,-0.122682,0.061185,-0.0148682,-0.175426,0.220994,-0.213396,-0.112996
198,000002.SZ,000002,1,0.048198,0.025391499999999997,-0.0228065,-0.0052227,-0.0286157,0.484189,0.606746,0.991733,1.60182,1.07754,2.44072,0.980637,-0.209122,-0.735378,-0.361853,-0.183147,-0.193426,-0.379242,-0.0566197,-1.07361,-0.81616,-0.65106,-0.586059,-0.118469,-0.289316,-0.472736,-0.160693,0.689938,0.584889,-1.10076,-0.0509727,-0.271352,-0.124052,-3.33192,0.68829,0.403408,0.462874,-0.357389,-0.183808,-0.0392347,-0.0938325,-0.343238,-0.472411,-0.071668,-0.0332882,-0.0946339,-0.19873,0.787,0.271042,0.41338,0.560099,0.612335,0.261705,0.491898,0.403858,-0.146768,-0.112094,-0.293646,-0.406059,-0.573329,-0.721624,1.00735,0.770414,0.377388,-0.0429034,-0.701202,0.40754,0.862544,0.61356,1.8548,2.23877,2.36412,0.542116,1.25048,0.626396,1.34898,0.496817,1.67722,1.02639,-1.70106,-0.306701,0.232754,0.191011,0.192687,0.234379,0.0241832,0.0755029
198,000003.SZ,000003,0,0.048198,-0.004052300000000002,-0.0522503,0.009607800000000001,-0.0137852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,000004.SZ,000004,1,0.048198,0.274098,0.2259,0.15696,0.133567,-0.0521085,0.11122,-0.425598,-0.267375,-0.0621998,-0.184493,-0.0988066,0.34819,-1.19757,-2.3772,0.106726,-2.38845,-2.14045,-0.830505,-1.81044,-1.11992,1.18235,1.09999,-2.39988,-1.49808,-1.19295,-1.12604,0.389526,2.18968,-0.414762,-1.0141,-1.15346,-0.814131,2.22852,0.0161133,-1.19781,-0.153598,-0.222483,0.166201,-2.12878,-0.600679,0.002484,-0.0162473,-1.67488,-2.13919,-2.21776,-1.17166,-1.43272,0.359676,0.636797,0.684993,-1.71069,-0.320071,0.0252623,0.340552,0.028346,-0.700915,-2.30412,-0.27502,0.0580917,0.234381,-2.70711,-0.568292,-0.251052,-0.0858755,-0.396839,-0.145701,0.191932,-0.298773,-0.388599,-1.75029,-1.67591,0.131151,1.63346,-0.602335,0.560734,0.815409,0.696617,0.0496991,2.34875,0.495125,0.260786,0.141161,-0.0932085,0.0767943,-0.0480044,-0.0423225
198,000005.SZ,000005,1,0.048198,0.537614,0.489416,-0.027247200000000003,-0.0506402,-1.74961,-1.33714,-1.29422,-1.06049,0.156525,0.0504608,-1.05951,0.031826,-0.0236316,0.0639524,0.0326764,0.0430147,-1.34478,-1.75197,-1.01822,-1.06549,-1.15794,-0.165276,-2.2464,-2.4458,-0.429778,-0.58149,1.66794,1.12645,0.492438,2.11135,-0.520166,-1.33949,0.678865,0.456811,-2.80063,-2.09024,-0.829744,-0.617998,-2.26515,-2.49406,-1.95241,-1.10519,-1.10744,-2.35724,-2.45263,-2.53823,-0.188385,0.552012,1.24688,1.13268,-3.05827,-1.57577,-0.512528,0.153751,1.27152,0.0956479,-2.6407,-0.416187,0.155919,0.369972,-2.6531,-2.73039,-1.38966,-1.0569,-0.1215,-0.0446094,3.59512,-0.913725,-0.0852578,-2.02964,-2.03434,0.281992,0.0668673,-1.9865,0.17168,0.249654,0.213283,0.0152164,0.719118,0.151593,0.0798448,0.0432193,-0.0285377,0.0235122,-0.0146975,-0.0129579
198,000006.SZ,000006,1,0.048198,0.1048038,0.0566058,0.0495412,0.0261482,0.909558,1.22932,0.298046,0.145302,-1.73741,-1.65516,2.22977,-2.62957,-2.53292,-1.42334,-0.544323,-1.33288,-0.363103,0.424359,-0.303382,0.272948,0.250139,-0.274565,0.406795,0.624407,-0.354994,0.340372,-0.366061,-0.746525,0.469186,-0.677733,0.409879,0.223076,-0.38159,-0.620971,0.398779,0.243211,0.727924,-0.0723359,0.517654,0.469977,0.622622,0.01118,0.454817,0.433361,0.457966,0.415026,0.0925964,0.715267,0.716003,-0.0035482,0.612579,0.879926,0.741774,0.0760934,0.569687,-1.26046,0.356357,0.375394,0.228833,0.0520673,0.393641,0.458316,0.179361,-0.487412,-1.39167,0.0247233,-0.032568,0.930878,-1.70901,-2.08718,-2.11597,0.30143,-0.129663,0.151619,1.25725,1.75774,0.541388,0.599754,1.93097,0.927395,0.257122,0.741615,0.998103,0.35273,1.17827,1.25614
198,000007.SZ,000007,1,0.048198,0.498989,0.450791,-0.013513599999999997,-0.0369066,0.183436,0.0303765,-0.93404,-1.26509,-0.236707,0.364501,-0.181289,0.0497176,-0.862476,0.0999045,-0.487959,-1.80793,-0.246528,0.277874,-0.499745,0.198985,4.15268,3.47231,-1.21215,-1.22215,-1.69797,-1.45155,-1.31022,1.96824,0.418005,1.08226,-0.770294,-0.340836,1.06588,-0.877065,-3.11317,-0.576716,0.486563,0.711805,-1.61145,0.5497,0.993505,1.06845,2.48318,-0.244963,-0.232324,0.377631,-3.29224,0.119269,-0.476228,0.348832,-3.05846,-0.571454,0.377735,0.882841,-0.48315,1.9059,-1.27377,-1.35171,0.717541,0.896538,-2.22105,-2.12941,0.614724,1.28378,-0.189804,-0.0696874,4.4648,0.139085,2.32103,-2.62071,-2.47776,1.02083,0.951472,0.167057,0.268194,0.390002,0.333185,0.0237706,1.12338,0.236814,0.124731,0.0675159,-0.0445807,0.03673,-0.02296,-0.0202425
198,000008.SZ,000008,1,0.048198,0.90071,0.852512,0.267733,0.24434,-0.495897,-0.285633,-0.752102,-0.495367,-0.388449,-0.126632,-0.672252,-0.184351,-0.38655,-0.19904,0.0654552,-0.0655409,-0.0676606,-0.398236,-0.112066,-0.239532,-0.0912541,-0.130741,0.154987,0.103998,-0.104534,-0.15722,0.721424,0.860182,0.624175,0.84981,1.78869,0.911306,-0.0455415,-1.75771,-2.85318,-2.99841,-1.45049,-0.753897,-2.33856,-2.71629,-1.55288,-0.830553,-2.39535,-2.49212,-2.56733,-2.67476,-0.00635687,-0.00509607,-0.68782,-0.328014,-3.45973,-1.85624,-1.31565,-0.569306,-0.0590738,-0.695553,-2.83603,-2.82888,0.647502,0.59935,-2.60681,-2.64976,0.93769,1.42667,-1.85252,0.00297756,-1.56781,-0.869737,-2.2113,-2.08159,-2.04246,-2.06642,2.34683,-2.72209,-0.250793,0.970404,0.398632,2.99692,0.0823326,2.1073,-0.00532944,-0.00288478,0.00190482,-0.00156938,0.000981022,0.000864908
198,000009.SZ,000009,1,0.048198,0.044176799999999995,-0.0040212,-0.054374900000000004,-0.0777679,-1.11135,-2.43415,-1.85157,-0.991238,0.328078,0.256208,-1.59838,2.15881,-0.829377,2.12685,-0.0781981,2.4416,-2.08429,-0.022204,0.158267,-0.0094035,-0.118383,-0.130036,-1.51722,-1.90546,0.0373234,0.0485732,0.43212,0.328449,0.781634,-0.449537,0.321942,0.0629924,-1.63628,-0.6831,0.837898,-1.57931,-1.17702,-0.997032,-0.547069,-0.895102,-0.562085,-0.505725,0.482813,-0.264467,-0.773759,-0.799421,0.255968,-1.40498,-0.586974,-0.119373,-1.71653,-2.0302,-1.0893,-0.537954,-0.922127,0.28691,-1.31628,-2.29209,-1.43627,-1.02077,-0.235704,-1.64095,-0.618373,-0.123989,-0.78489,0.106755,-1.21423,-0.69803,1.98235,-0.0327476,1.43786,2.44663,2.16131,1.08587,-2.81086,-3.15508,-1.60588,-1.6365,-2.50228,-1.21001,-0.0942585,1.26758,2.32742,2.64843,2.13115,2.15462
198,000010.SZ,000010,1,0.048198,0.05651298,0.00831498,0.0629073,0.0395143,-0.61371,-0.401207,-0.978624,-0.688032,-0.272692,-0.349332,-0.768689,0.306428,-1.16369,-2.18352,0.00902995,-2.23756,-0.697872,-0.755444,-1.07539,-0.927653,-0.526465,-0.0661193,-1.21244,-0.949985,-0.740221,-0.251472,1.87343,1.68528,0.594839,0.615795,1.91498,1.33602,0.188378,-1.11857,1.25942,0.806468,0.811886,1.24496,0.916034,0.00467017,0.105983,-0.0584402,1.61288,1.00465,0.49809,0.296361,0.368494,-0.16368,-0.473652,-0.784693,0.998811,-0.442349,-0.790222,-0.979908,1.06925,2.69569,0.257828,0.196809,0.1688,-0.136904,0.644619,0.591634,0.602944,0.297142,-0.0335759,-0.0123276,0.0162391,1.54248,2.18394,-0.409498,0.643877,-0.262825,1.27748,1.67917,-1.30089,-1.13353,-1.13772,0.407735,-0.88412,-0.726987,-0.52214,-0.268437,0.135445,-0.054435,-0.0397484,0.0884196
