month,stock,code,status,hs300_return,curr_return,excess_return_curr,next_return,excess_return_next,EP,EPcut,BP,SP,NCFP,OCFP,DP,G/PE,Sales_G_q,Profit_G_q,OCF_G_q,ROE_G_q,ROE_q,ROE_ttm,ROA_q,ROA_ttm,grossprofitmargin_q,grossprofitmargin_ttm,profitmargin_q,profitmargin_ttm,assetturnover_q,assetturnover_ttm,operationcashflowratio_q,operationcashflowratio_ttm,financial_leverage,debtequityratio,cashratio,currentratio,ln_capital,HAlpha,return_1m,return_3m,return_6m,return_12m,wgt_return_1m,wgt_return_3m,wgt_return_6m,wgt_return_12m,exp_wgt_return_1m,exp_wgt_return_3m,exp_wgt_return_6m,exp_wgt_return_12m,std_FF3factor_1m,std_FF3factor_3m,std_FF3factor_6m,std_FF3factor_12m,std_1m,std_3m,std_6m,std_12m,ln_price,beta,turn_1m,turn_3m,turn_6m,turn_12m,bias_turn_1m,bias_turn_3m,bias_turn_6m,bias_turn_12m,rating_average,rating_change,rating_targetprice,holder_avgpctchange,macd,dea,dif,rsi,psy,bias,CON_BP,CON_EP,CON_EPS,CON_GPE,CON_NP,CON_ROE,CON_BP_REL,CON_EP_REL,CON_EPS_REL,CON_GPE_REL,CON_NP_REL,CON_ROE_REL
236,000001.SZ,000001,1,-0.000154,0.13981800000000003,0.139972,0.0376996,0.0315196,0.0844556,0.0537018,0.222538,0.320738,-0.746712,-0.294545,-1.48938,-0.440587,-0.219051,-0.149674,-0.0435179,-0.133244,-0.434054,-0.422791,-0.13616,-0.125774,0.0,0.0,-0.888749,-1.06703,-0.00744295,0.000780653,-1.81326,-0.469331,0.0988887,0.127641,0.0,0.0,-0.668555,-0.566629,-1.99157,-1.86882,-2.43366,-1.69294,-0.847023,-0.786742,-0.196968,0.429473,0.697634,-0.442915,-0.801358,-0.554513,-1.79171,-1.44876,-1.22243,-0.0922534,-1.63354,-1.28274,-0.98559,0.0133377,-0.524823,-0.127483,-0.138919,0.174571,0.454023,0.667765,-1.45967,-2.17382,-1.77985,-0.596722,-0.192988,0.185958,-1.18648,0.620978,2.41181,-1.53717,-1.57885,0.0260314,-1.65259,-0.164874,0.45402,-0.0644787,0.402601,-0.393859,-0.279059,-0.356996,-1.92655,-1.32902,0.090403,-2.10268,0.0708021,0.483018
236,000002.SZ,000002,1,-0.000154,0.0536695,0.0538235,0.043404399999999996,0.0372244,0.298736,0.606906,-1.22598,0.369341,0.641942,-0.0161596,1.47136,0.00318309,-0.972229,-0.554398,-0.047055,-0.449588,-0.374216,0.38801,-0.988321,-0.73746,-0.288067,-0.222099,-0.76102,-0.596271,-0.421925,-0.272131,0.338906,-0.152199,-0.56216,0.333555,-0.207297,0.163924,-2.94491,-0.360233,-0.290416,-1.09967,-1.08471,1.11582,0.378929,-0.175303,-0.162686,0.349757,0.251332,0.263272,0.148286,-0.0224242,-0.925909,-1.86646,-1.47115,-1.13302,-2.2812,-2.15694,-2.19879,-1.75054,-1.40467,0.535114,-0.214631,-0.522512,-0.610975,-0.776711,1.48833,1.36272,1.44658,1.66269,0.143949,0.821182,-0.932191,2.58511,-2.67654,-1.67195,-2.24063,0.839885,0.784753,-0.865664,-0.820591,0.678898,1.60577,-0.368051,-2.5558,0.578147,-0.998551,-0.433493,1.43674,0.786204,1.39514,1.36067
236,000003.SZ,000003,0,-0.000154,-0.00053292,-0.00037892,-0.016146599999999997,-0.0223266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,000004.SZ,000004,1,-0.000154,0.0633315,0.0634855,-0.129368,-0.135548,-0.228702,-0.585541,-1.05866,-0.476043,-0.284265,0.00273965,-0.503492,-1.1951,-2.51191,-2.27375,-0.505955,-2.07494,-1.94165,-0.0970115,-2.52715,-0.325839,0.0696572,-0.0377058,-1.91061,-1.32337,-0.508562,0.129636,-0.363341,0.432801,-0.0952016,-0.0955065,1.60681,-0.619116,1.64506,-0.666635,-1.98122,-1.47649,0.970897,0.165489,-2.47772,-1.96285,0.309582,0.160346,1.48325,-2.63263,-2.30298,-2.1266,-1.41378,-0.651666,-0.555061,-0.173551,-3.11933,-1.37733,-0.989967,0.097393,-0.644749,0.479693,-1.13132,0.226982,0.204933,0.60745,-2.73951,-0.923552,-1.18826,-0.380685,-0.253349,0.0652594,-0.506905,-0.931102,1.85335,-2.77197,-1.83491,-0.697615,-1.73008,-0.359627,0.273052,0.468469,0.443161,0.0979598,2.04325,0.299231,-0.411846,-0.280743,0.113848,-0.121823,0.143181,0.0947499
236,000005.SZ,000005,1,-0.000154,-0.0988232,-0.0986692,0.00755011,0.00137011,-1.99774,-1.37017,-0.953426,-0.958933,-0.659196,-1.87887,-1.07397,-0.167714,-0.695598,-1.88704,0.0871821,-1.9155,-0.850393,-1.46923,-0.473497,-0.83029,-0.141454,-0.0998982,-1.52642,-1.51204,-0.117394,-0.257511,2.33302,2.39369,0.814035,1.37356,-0.88275,-1.07361,1.03358,-1.16355,0.459098,0.122745,0.481461,0.681894,0.0121317,-0.457469,0.342569,0.31881,0.171746,0.0326883,0.104147,0.183563,1.02371,0.972421,1.3018,1.47658,0.865036,0.172011,0.693249,1.02909,1.05918,-0.701576,0.59389,0.446854,0.689007,0.758736,0.321297,-0.156283,0.473094,0.898855,-0.160944,0.0414571,-0.32202,0.0716367,0.74088,-0.0162843,0.40318,1.00654,0.969736,0.642951,-1.37435,-1.39483,-0.948003,-1.27238,-1.20566,-0.187198,-0.0786721,-0.174898,-0.0930934,-0.157039,-0.126409,-0.137664
236,000006.SZ,000006,0,-0.000154,-0.00053292,-0.00037892,-0.016146599999999997,-0.0223266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,000007.SZ,000007,0,-0.000154,-0.00053292,-0.00037892,-0.016146599999999997,-0.0223266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,000008.SZ,000008,1,-0.000154,-0.06276,-0.062606,0.00480802,-0.00137198,-0.564233,-0.294785,-0.552321,-1.01049,-0.3947,-0.759361,-1.04664,-1.2787,-1.34133,-1.2774,-0.148593,-1.09308,-1.13089,-0.415073,-1.00056,-0.221486,1.16267,1.31212,-0.0486635,1.35408,-1.19368,-0.996222,-0.885151,-0.656792,0.633488,1.05405,-0.466763,-0.390479,-1.78677,-0.93888,0.494886,-0.388475,-0.619732,0.860882,0.035377,0.0250365,0.301646,0.44808,-0.258046,-0.197733,-0.0542387,0.186745,1.08364,-0.0164703,0.477936,0.854706,1.26024,0.376556,0.69727,0.862483,0.981219,-0.343839,1.01068,0.81912,0.829603,0.84931,1.32669,0.905244,1.27692,1.43835,0.0822932,2.18484,-0.0787385,0.901449,1.74179,1.4977,2.02103,-0.659777,0.0181895,0.139251,-0.594827,-0.626025,-1.22705,-1.07457,0.0934769,-0.331528,-0.713778,-0.914827,-1.08001,-1.15155,-1.20094,-0.948601
236,000009.SZ,000009,1,-0.000154,-0.0635738,-0.0634198,-0.0504474,-0.0566274,-0.739433,-1.16353,-0.558669,0.183774,2.03504,-0.389626,-0.48072,-0.614771,-0.689289,-0.589232,1.54656,-0.683821,-1.06247,-0.545939,-0.58758,-0.583257,0.44547,0.431782,-0.840752,-0.756794,-0.679752,-0.601549,-0.0850098,-0.14473,-0.703539,-1.24198,-0.206174,-0.160286,-1.05679,0.388464,0.174998,0.475797,0.0476203,1.13503,0.253496,0.255646,-0.375071,0.13361,-0.00584446,0.271035,0.287296,0.111553,0.627586,0.7201,0.457593,0.905296,0.63844,0.365346,-0.072298,0.250593,0.730932,-0.389384,0.513349,-0.0530109,-0.150413,-0.0660708,1.39872,0.686428,0.533977,0.984168,0.162566,-0.0418748,0.325265,-0.090076,-0.638452,-0.010218,-0.338571,0.8255,-0.120349,-0.218115,-0.87121,-1.79931,-1.3939,-0.0628576,-2.47719,-1.67536,0.895722,0.597067,0.175475,0.0781698,0.16312,-0.111423
236,000010.SZ,000010,1,-0.000154,-0.13508399999999998,-0.13493,0.0356768,0.0294968,-0.918659,-0.794086,0.885118,-0.903699,-0.40695,2.51379,-0.796949,-0.915776,-1.04889,-1.058,0.0717439,-0.79734,-0.817999,-0.90443,-0.645368,-0.608816,0.563192,0.449511,-0.321687,-1.41807,-1.05184,-1.00391,2.80134,2.48403,0.725992,0.97913,-0.404538,-0.323478,0.837719,-0.24613,0.558909,-1.17495,-0.790578,0.221359,0.386136,-1.88428,-0.873709,-0.143658,1.29013,0.442516,-0.964041,-1.27228,-0.834123,-1.00616,0.0612992,0.802547,-0.394778,-1.44534,-0.427709,0.380689,1.27899,1.0156,-1.48546,-1.41484,0.0426755,0.435793,-2.17761,-2.75473,-0.772405,-0.0153048,-0.132444,0.0341159,-0.264996,0.222223,0.078908,0.978882,0.952325,-1.48625,-0.0645223,0.78328,0.378607,-0.149112,-0.794679,2.4104,-0.337041,-0.498837,-1.25629,-0.982726,0.161182,-0.590039,0.102167,0.0854987
