,月份,股票代码,股票名称
0,2007-07,600030,中信证券
0,2007-07,600031,三一重工
0,2007-07,600036,招商银行
0,2007-07,600048,保利发展
0,2007-07,600050,中国联通
0,2007-07,600085,同仁堂
0,2007-07,600104,上汽集团
0,2007-07,600196,复星医药
0,2007-07,600309,万华化学
0,2007-07,600362,江西铜业
0,2007-07,600383,金地集团
0,2007-07,600489,中金黄金
0,2007-07,600519,贵州茅台
0,2007-07,600547,山东黄金
0,2007-07,600585,海螺水泥
0,2007-07,600660,福耀玻璃
0,2007-07,600690,海尔智家
0,2007-07,600741,华域汽车
0,2007-07,600795,国电电力
0,2007-07,600837,海通证券
0,2007-07,600900,长江电力
0,2007-07,601006,大秦铁路
0,2007-07,601111,中国国航
0,2007-07,601166,兴业银行
0,2007-07,601318,中国平安
0,2007-07,601328,交通银行
0,2007-07,601398,工商银行
0,2007-07,601600,中国铝业
0,2007-07,601628,中国人寿
0,2007-07,601988,中国银行
0,2007-07,601998,中信银行
0,2007-08,600118,中国卫星
0,2007-08,600066,宇通客车
0,2007-08,600068,葛洲坝
0,2007-08,600177,雅戈尔
0,2007-08,600208,新湖中宝
0,2007-08,600271,航天信息
0,2007-08,709,河钢股份
0,2007-08,600170,上海建工
0,2007-08,600188,兖州煤业
0,2007-08,600221,海航控股
0,2007-08,600583,海油工程
0,2007-08,630,铜陵有色
0,2007-08,600100,同方股份
0,2007-08,600153,建发股份
0,2007-08,402,金融街
0,2007-08,600415,小商品城
0,2007-08,792,盐湖股份
0,2007-08,600739,辽宁成大
0,2007-08,601333,广深铁路
0,2007-08,60,中金岭南
0,2007-08,600649,城投控股
0,2007-08,9,中国宝安
0,2007-08,600150,中国船舶
0,2007-08,600256,广汇能源
0,2007-08,39,中集集团
0,2007-08,61,农产品
0,2007-08,778,新兴铸管
0,2007-08,800,一汽解放
0,2007-08,600839,四川长虹
0,2007-08,600875,东方电气
0,2007-08,729,燕京啤酒
0,2007-08,600600,青岛啤酒
0,2007-08,600642,申能股份
0,2007-08,937,冀中能源
0,2007-08,983,山西焦煤
0,2007-08,600549,厦门钨业
0,2007-08,601699,潞安环能
0,2007-08,24,招商地产
0,2007-08,839,中信国安
0,2007-08,878,云南铜业
0,2007-08,960,锡业股份
0,2007-08,600108,亚盛集团
0,2007-08,600316,洪都航空
0,2007-08,600348,华阳股份
0,2007-08,600497,驰宏锌锗
0,2007-08,600809,山西汾酒
0,2007-08,401,冀东水泥
0,2007-08,600058,五矿发展
0,2007-08,600143,金发科技
0,2007-08,600655,豫园股份
0,2007-08,600832,明珠集团
0,2007-08,562,宏源证券
0,2007-08,12,南玻集团
0,2007-08,758,中色股份
0,2007-08,600096,云天化
0,2007-08,600123,兰花科创
0,2007-08,600219,南山铝业
0,2007-08,600895,张江高科
0,2007-08,601666,平煤股份
0,2007-08,528,柳工
0,2007-08,933,神火煤电
0,2007-08,600266,北京城建
0,2007-08,600528,中铁工业
0,2007-08,600598,北大荒
0,2007-08,600694,大商股份
0,2007-08,600811,东方集团
0,2007-08,600997,开滦股份
0,2007-08,601001,晋控煤业
0,2007-08,59,华锦股份
0,2007-08,422,湖北宜化
0,2007-08,807,云铝股份
0,2007-08,969,安泰科技
0,2007-08,600005,武钢股份
0,2007-08,600125,铁龙物流
0,2007-08,600132,重庆啤酒
0,2007-08,600432,吉恩镍业
0,2007-08,600508,上海能源
0,2007-08,600550,保变电气
0,2007-08,600779,水井坊
0,2007-08,600881,亚泰集团
0,2007-08,527,美的电器
0,2007-08,825,太钢不锈
0,2007-08,898,鞍钢股份
0,2007-08,600037,歌华有线
0,2007-08,600331,宏达股份
0,2007-08,600456,宝钛股份
0,2007-08,21,深科技
0,2007-08,680,山推股份
0,2007-08,600183,生益科技
0,2007-08,600307,酒钢宏兴
0,2007-08,600320,振华重工
0,2007-08,600418,江淮汽车
0,2007-08,600500,中化国际
0,2007-08,600812,华北制药
0,2007-08,27,深圳能源
0,2007-08,600008,首创环保
0,2007-08,600026,中远海能
0,2007-08,600151,航天机电
0,2007-08,600428,中远海特
0,2007-08,600635,大众公用
0,2007-08,600808,马钢股份
0,2007-08,600879,航天电子
0,2007-08,31,大悦城
0,2007-08,612,焦作万方
0,2007-08,927,中国铁物
0,2007-08,600004,白云机场
0,2007-08,600018,上港集团
0,2007-08,600220,江苏阳光
0,2007-08,600269,赣粤高速
0,2007-08,600675,中华企业
0,2007-08,600717,天津港
0,2007-08,600631,百联股份(合并前)
0,2007-08,46,泛海控股
0,2007-08,652,泰达股份
0,2007-08,900,现代投资
0,2007-08,959,首钢股份
0,2007-08,600006,东风汽车
0,2007-08,600017,日照港
0,2007-08,600033,福建高速
0,2007-08,600087,南京油运
0,2007-08,600210,紫江企业
0,2007-08,600350,山东高速
0,2007-08,600596,新安股份
0,2007-08,600597,光明乳业
0,2007-08,600601,方正科技
0,2007-08,600663,陆家嘴
0,2007-08,600748,上实发展
0,2007-08,89,深圳机场
0,2007-08,488,晨鸣纸业
0,2007-08,717,韶钢松山
0,2007-08,897,津滨发展
0,2007-08,932,华菱钢铁
0,2007-08,600011,华能国际
0,2007-08,600022,山东钢铁
0,2007-08,600027,华电国际
0,2007-08,600102,莱钢股份
0,2007-08,600236,桂冠电力
0,2007-08,600282,南钢股份
0,2007-08,600569,安阳钢铁
0,2007-08,600643,爱建集团
0,2007-08,600688,上海石化
0,2007-08,600820,隧道股份
0,2007-08,600835,上海机电
0,2007-08,600886,国投电力
0,2007-08,601588,北辰实业
0,2007-08,601872,招商轮船
0,2007-08,601991,大唐发电
0,2007-08,600685,中船防务
0,2007-08,559,万向钱潮
0,2007-08,793,华闻集团
0,2007-08,822,山东海化
0,2007-08,917,电广传媒
0,2007-08,600270,外运发展
0,2007-08,600639,浦东金桥
0,2007-08,600874,创业环保
0,2007-08,629,攀钢钒钛
0,2007-08,912,泸天化
0,2007-08,600110,诺德股份
0,2007-08,600117,西宁特钢
0,2007-08,600308,华泰股份
0,2007-08,600616,金枫酒业
0,2007-08,600653,申华控股
0,2007-08,600770,综艺股份
0,2007-08,600001,邯郸钢铁
0,2007-08,600357,承德钒钛
0,2007-08,88,盐田港
0,2007-08,503,国新健康
0,2007-08,539,粤电力
0,2007-08,767,晋控电力
0,2007-08,829,天音控股
0,2007-08,600007,中国国贸
0,2007-08,600020,中原高速
0,2007-08,600021,上海电力
0,2007-08,600098,广州发展
0,2007-08,600591,上海航空
0,2007-08,600747,大连控股
0,2007-08,600761,安徽合力
0,2007-08,600780,通宝能源
0,2007-08,600863,内蒙华电
0,2007-08,600887,伊利股份
0,2007-08,600961,株冶集团
0,2007-08,36,华联控股
0,2007-08,410,沈阳机床
0,2007-08,541,佛山照明
0,2007-08,581,威孚高科
0,2007-08,636,风华高科
0,2007-08,751,锌业股份
0,2007-08,828,东莞控股
0,2007-08,600012,皖通高速
0,2007-08,600535,天士力
0,2007-08,600628,新世界
0,2007-08,600718,东软集团
0,2007-08,600787,中储股份
0,2007-08,600797,浙大网新
0,2007-08,600851,海欣股份
0,2007-08,29,深房集团
0,2007-08,400,许继电气
0,2007-08,550,江铃汽车
0,2007-08,682,东方电子
0,2007-08,708,中信特钢
0,2007-08,786,北新建材
0,2007-08,970,中科三环
0,2007-08,2110,三钢闽光
0,2007-08,600035,楚天高速
0,2007-08,600088,中视传媒
0,2007-08,600161,天坛生物
0,2007-08,600190,锦州港
0,2007-08,600501,航天晨光
0,2007-08,600662,强生控股
0,2007-08,600754,锦江酒店
0,2007-08,600868,梅雁吉祥
0,2007-08,601002,晋亿实业
0,2007-08,601607,上海医药
0,2007-08,600786,东方锅炉
0,2007-08,66,中国长城
0,2007-08,68,华控赛格
0,2007-08,617,中油资本
0,2007-08,623,吉林敖东
0,2007-08,690,宝新能源
0,2007-08,930,中粮科技
0,2007-08,962,东方钽业
0,2007-08,997,新大陆
0,2007-08,2008,大族激光
0,2007-08,2051,中工国际
0,2007-08,2069,獐子岛
0,2007-08,2078,太阳纸业
0,2007-08,2083,孚日股份
0,2007-08,2097,山河智能
0,2007-08,2106,莱宝高科
0,2007-08,600003,东北高速
0,2007-08,600060,海信视像
0,2007-08,600062,华润双鹤
0,2007-08,600078,澄星股份
0,2007-08,600160,巨化股份
0,2007-08,600171,上海贝岭
0,2007-08,600299,安迪苏
0,2007-08,600312,平高电气
0,2007-08,600361,华联综超
0,2007-08,600410,华胜天成
0,2007-08,600460,士兰微
0,2007-08,600498,烽火通信
0,2007-08,600521,华海药业
0,2007-08,600588,用友网络
0,2007-08,600859,王府井
0,2007-08,600472,包头铝业
0,2007-08,2025,航天电器
0,2007-08,600200,江苏吴中
0,2007-08,1,平安银行
0,2007-08,2,万科
0,2007-08,63,中兴通讯
0,2007-08,69,华侨城
0,2007-08,157,中联重科
0,2007-08,425,徐工机械
0,2007-08,538,云南白药
0,2007-08,568,泸州老窖
0,2007-08,625,长安汽车
0,2007-08,651,格力电器
0,2007-08,768,中航西飞
0,2007-08,858,五粮液
0,2007-08,876,新希望
0,2007-08,2024,苏宁易购
0,2007-08,600000,浦发银行
0,2007-08,600009,上海机场
0,2007-08,600010,包钢股份
0,2007-08,600015,华夏银行
0,2007-08,600016,民生银行
0,2007-08,600019,宝钢股份
0,2007-08,600028,中国石化
0,2007-08,600029,南方航空
0,2007-08,600030,中信证券
0,2007-08,600031,三一重工
0,2007-08,600036,招商银行
0,2007-08,600048,保利发展
0,2007-08,600050,中国联通
0,2007-08,600085,同仁堂
0,2007-08,600104,上汽集团
0,2007-08,600196,复星医药
0,2007-08,600309,万华化学
0,2007-08,600362,江西铜业
0,2007-08,600383,金地集团
0,2007-08,600489,中金黄金
0,2007-08,600519,贵州茅台
0,2007-08,600547,山东黄金
0,2007-08,600585,海螺水泥
0,2007-08,600660,福耀玻璃
0,2007-08,600690,海尔智家
0,2007-08,600741,华域汽车
0,2007-08,600795,国电电力
0,2007-08,600837,海通证券
0,2007-08,600900,长江电力
0,2007-08,601006,大秦铁路
0,2007-08,601111,中国国航
0,2007-08,601166,兴业银行
0,2007-08,601318,中国平安
0,2007-08,601328,交通银行
0,2007-08,601398,工商银行
0,2007-08,601600,中国铝业
0,2007-08,601628,中国人寿
0,2007-08,601988,中国银行
0,2007-08,601998,中信银行
0,2007-09,600118,中国卫星
0,2007-09,600066,宇通客车
0,2007-09,600068,葛洲坝
0,2007-09,600177,雅戈尔
0,2007-09,600208,新湖中宝
0,2007-09,600271,航天信息
0,2007-09,709,河钢股份
0,2007-09,600170,上海建工
0,2007-09,600188,兖州煤业
0,2007-09,600221,海航控股
0,2007-09,600583,海油工程
0,2007-09,630,铜陵有色
0,2007-09,600100,同方股份
0,2007-09,600153,建发股份
0,2007-09,402,金融街
0,2007-09,600415,小商品城
0,2007-09,792,盐湖股份
0,2007-09,600739,辽宁成大
0,2007-09,601333,广深铁路
0,2007-09,60,中金岭南
0,2007-09,600649,城投控股
0,2007-09,9,中国宝安
0,2007-09,600150,中国船舶
0,2007-09,600256,广汇能源
0,2007-09,39,中集集团
0,2007-09,61,农产品
0,2007-09,778,新兴铸管
0,2007-09,800,一汽解放
0,2007-09,600839,四川长虹
0,2007-09,600875,东方电气
0,2007-09,729,燕京啤酒
0,2007-09,600600,青岛啤酒
0,2007-09,600642,申能股份
0,2007-09,937,冀中能源
0,2007-09,983,山西焦煤
0,2007-09,600549,厦门钨业
0,2007-09,601699,潞安环能
0,2007-09,24,招商地产
0,2007-09,839,中信国安
0,2007-09,878,云南铜业
0,2007-09,960,锡业股份
0,2007-09,600108,亚盛集团
0,2007-09,600316,洪都航空
0,2007-09,600348,华阳股份
0,2007-09,600497,驰宏锌锗
0,2007-09,600809,山西汾酒
0,2007-09,401,冀东水泥
0,2007-09,600058,五矿发展
0,2007-09,600143,金发科技
0,2007-09,600655,豫园股份
0,2007-09,600832,明珠集团
0,2007-09,562,宏源证券
0,2007-09,12,南玻集团
0,2007-09,758,中色股份
0,2007-09,600096,云天化
0,2007-09,600123,兰花科创
0,2007-09,600219,南山铝业
0,2007-09,600895,张江高科
0,2007-09,601666,平煤股份
0,2007-09,528,柳工
0,2007-09,933,神火煤电
0,2007-09,600266,北京城建
0,2007-09,600528,中铁工业
0,2007-09,600598,北大荒
0,2007-09,600694,大商股份
0,2007-09,600811,东方集团
0,2007-09,600997,开滦股份
0,2007-09,601001,晋控煤业
0,2007-09,59,华锦股份
0,2007-09,422,湖北宜化
0,2007-09,807,云铝股份
0,2007-09,969,安泰科技
0,2007-09,600005,武钢股份
0,2007-09,600125,铁龙物流
0,2007-09,600132,重庆啤酒
0,2007-09,600432,吉恩镍业
0,2007-09,600508,上海能源
0,2007-09,600550,保变电气
0,2007-09,600779,水井坊
0,2007-09,600881,亚泰集团
0,2007-09,527,美的电器
0,2007-09,825,太钢不锈
0,2007-09,898,鞍钢股份
0,2007-09,600037,歌华有线
0,2007-09,600331,宏达股份
0,2007-09,600456,宝钛股份
0,2007-09,21,深科技
0,2007-09,680,山推股份
0,2007-09,600183,生益科技
0,2007-09,600307,酒钢宏兴
0,2007-09,600320,振华重工
0,2007-09,600418,江淮汽车
0,2007-09,600500,中化国际
0,2007-09,600812,华北制药
0,2007-09,27,深圳能源
0,2007-09,600008,首创环保
0,2007-09,600026,中远海能
0,2007-09,600151,航天机电
0,2007-09,600428,中远海特
0,2007-09,600635,大众公用
0,2007-09,600808,马钢股份
0,2007-09,600879,航天电子
0,2007-09,31,大悦城
0,2007-09,612,焦作万方
0,2007-09,927,中国铁物
0,2007-09,600004,白云机场
0,2007-09,600018,上港集团
0,2007-09,600220,江苏阳光
0,2007-09,600269,赣粤高速
0,2007-09,600675,中华企业
0,2007-09,600717,天津港
0,2007-09,600631,百联股份(合并前)
0,2007-09,46,泛海控股
0,2007-09,652,泰达股份
0,2007-09,900,现代投资
0,2007-09,959,首钢股份
0,2007-09,600006,东风汽车
0,2007-09,600017,日照港
0,2007-09,600033,福建高速
0,2007-09,600087,南京油运
0,2007-09,600210,紫江企业
0,2007-09,600350,山东高速
0,2007-09,600596,新安股份
0,2007-09,600597,光明乳业
0,2007-09,600601,方正科技
0,2007-09,600663,陆家嘴
0,2007-09,600748,上实发展
0,2007-09,89,深圳机场
0,2007-09,488,晨鸣纸业
0,2007-09,717,韶钢松山
0,2007-09,897,津滨发展
0,2007-09,932,华菱钢铁
0,2007-09,600011,华能国际
0,2007-09,600022,山东钢铁
0,2007-09,600027,华电国际
0,2007-09,600102,莱钢股份
0,2007-09,600236,桂冠电力
0,2007-09,600282,南钢股份
0,2007-09,600569,安阳钢铁
0,2007-09,600643,爱建集团
0,2007-09,600688,上海石化
0,2007-09,600820,隧道股份
0,2007-09,600835,上海机电
0,2007-09,600886,国投电力
0,2007-09,601588,北辰实业
0,2007-09,601872,招商轮船
0,2007-09,601991,大唐发电
0,2007-09,600685,中船防务
0,2007-09,559,万向钱潮
0,2007-09,793,华闻集团
0,2007-09,822,山东海化
0,2007-09,917,电广传媒
0,2007-09,600270,外运发展
0,2007-09,600639,浦东金桥
0,2007-09,600874,创业环保
0,2007-09,629,攀钢钒钛
0,2007-09,912,泸天化
0,2007-09,600110,诺德股份
0,2007-09,600117,西宁特钢
0,2007-09,600308,华泰股份
0,2007-09,600616,金枫酒业
0,2007-09,600653,申华控股
0,2007-09,600770,综艺股份
0,2007-09,600001,邯郸钢铁
0,2007-09,600357,承德钒钛
0,2007-09,88,盐田港
0,2007-09,503,国新健康
0,2007-09,539,粤电力
0,2007-09,767,晋控电力
0,2007-09,829,天音控股
0,2007-09,600007,中国国贸
0,2007-09,600020,中原高速
0,2007-09,600021,上海电力
0,2007-09,600098,广州发展
0,2007-09,600591,上海航空
0,2007-09,600747,大连控股
0,2007-09,600761,安徽合力
0,2007-09,600780,通宝能源
0,2007-09,600863,内蒙华电
0,2007-09,600887,伊利股份
0,2007-09,600961,株冶集团
0,2007-09,36,华联控股
0,2007-09,410,沈阳机床
0,2007-09,541,佛山照明
0,2007-09,581,威孚高科
0,2007-09,636,风华高科
0,2007-09,751,锌业股份
0,2007-09,828,东莞控股
0,2007-09,600012,皖通高速
0,2007-09,600535,天士力
0,2007-09,600628,新世界
0,2007-09,600718,东软集团
0,2007-09,600787,中储股份
0,2007-09,600797,浙大网新
0,2007-09,600851,海欣股份
0,2007-09,29,深房集团
0,2007-09,400,许继电气
0,2007-09,550,江铃汽车
0,2007-09,682,东方电子
0,2007-09,708,中信特钢
0,2007-09,786,北新建材
0,2007-09,970,中科三环
0,2007-09,2110,三钢闽光
0,2007-09,600035,楚天高速
0,2007-09,600088,中视传媒
0,2007-09,600161,天坛生物
0,2007-09,600190,锦州港
0,2007-09,600501,航天晨光
0,2007-09,600662,强生控股
0,2007-09,600754,锦江酒店
0,2007-09,600868,梅雁吉祥
0,2007-09,601002,晋亿实业
0,2007-09,601607,上海医药
0,2007-09,600786,东方锅炉
0,2007-09,66,中国长城
0,2007-09,68,华控赛格
0,2007-09,617,中油资本
0,2007-09,623,吉林敖东
0,2007-09,690,宝新能源
0,2007-09,930,中粮科技
0,2007-09,962,东方钽业
0,2007-09,997,新大陆
0,2007-09,2008,大族激光
0,2007-09,2051,中工国际
0,2007-09,2069,獐子岛
0,2007-09,2078,太阳纸业
0,2007-09,2083,孚日股份
0,2007-09,2097,山河智能
0,2007-09,2106,莱宝高科
0,2007-09,600003,东北高速
0,2007-09,600060,海信视像
0,2007-09,600062,华润双鹤
0,2007-09,600078,澄星股份
0,2007-09,600160,巨化股份
0,2007-09,600171,上海贝岭
0,2007-09,600299,安迪苏
0,2007-09,600312,平高电气
0,2007-09,600361,华联综超
0,2007-09,600410,华胜天成
0,2007-09,600460,士兰微
0,2007-09,600498,烽火通信
0,2007-09,600521,华海药业
0,2007-09,600588,用友网络
0,2007-09,600859,王府井
0,2007-09,600472,包头铝业
0,2007-09,2025,航天电器
0,2007-09,600200,江苏吴中
0,2007-09,1,平安银行
0,2007-09,2,万科
0,2007-09,63,中兴通讯
0,2007-09,69,华侨城
0,2007-09,157,中联重科
0,2007-09,425,徐工机械
0,2007-09,538,云南白药
0,2007-09,568,泸州老窖
0,2007-09,625,长安汽车
0,2007-09,651,格力电器
0,2007-09,768,中航西飞
0,2007-09,858,五粮液
0,2007-09,876,新希望
0,2007-09,2024,苏宁易购
0,2007-09,600000,浦发银行
0,2007-09,600009,上海机场
0,2007-09,600010,包钢股份
0,2007-09,600015,华夏银行
0,2007-09,600016,民生银行
0,2007-09,600019,宝钢股份
0,2007-09,600028,中国石化
0,2007-09,600029,南方航空
0,2007-09,600030,中信证券
0,2007-09,600031,三一重工
0,2007-09,600036,招商银行
0,2007-09,600048,保利发展
0,2007-09,600050,中国联通
0,2007-09,600085,同仁堂
0,2007-09,600104,上汽集团
0,2007-09,600196,复星医药
0,2007-09,600309,万华化学
0,2007-09,600362,江西铜业
0,2007-09,600383,金地集团
0,2007-09,600489,中金黄金
0,2007-09,600519,贵州茅台
0,2007-09,600547,山东黄金
0,2007-09,600585,海螺水泥
0,2007-09,600660,福耀玻璃
0,2007-09,600690,海尔智家
0,2007-09,600741,华域汽车
0,2007-09,600795,国电电力
0,2007-09,600837,海通证券
0,2007-09,600900,长江电力
0,2007-09,601006,大秦铁路
0,2007-09,601111,中国国航
0,2007-09,601166,兴业银行
0,2007-09,601318,中国平安
0,2007-09,601328,交通银行
0,2007-09,601398,工商银行
0,2007-09,601600,中国铝业
0,2007-09,601628,中国人寿
0,2007-09,601988,中国银行
0,2007-09,601998,中信银行
0,2007-10,600118,中国卫星
0,2007-10,600066,宇通客车
0,2007-10,600068,葛洲坝
0,2007-10,600177,雅戈尔
0,2007-10,600208,新湖中宝
0,2007-10,600271,航天信息
0,2007-10,709,河钢股份
0,2007-10,600170,上海建工
0,2007-10,600188,兖州煤业
0,2007-10,600221,海航控股
0,2007-10,600583,海油工程
0,2007-10,630,铜陵有色
0,2007-10,600100,同方股份
0,2007-10,600153,建发股份
0,2007-10,402,金融街
0,2007-10,600415,小商品城
0,2007-10,792,盐湖股份
0,2007-10,600739,辽宁成大
0,2007-10,601333,广深铁路
0,2007-10,60,中金岭南
0,2007-10,600649,城投控股
0,2007-10,9,中国宝安
0,2007-10,600150,中国船舶
0,2007-10,600256,广汇能源
0,2007-10,39,中集集团
0,2007-10,61,农产品
0,2007-10,778,新兴铸管
0,2007-10,800,一汽解放
0,2007-10,600839,四川长虹
0,2007-10,600875,东方电气
0,2007-10,729,燕京啤酒
0,2007-10,600600,青岛啤酒
0,2007-10,600642,申能股份
0,2007-10,937,冀中能源
0,2007-10,983,山西焦煤
0,2007-10,600549,厦门钨业
0,2007-10,601699,潞安环能
0,2007-10,24,招商地产
0,2007-10,839,中信国安
0,2007-10,878,云南铜业
0,2007-10,960,锡业股份
0,2007-10,600108,亚盛集团
0,2007-10,600316,洪都航空
0,2007-10,600348,华阳股份
0,2007-10,600497,驰宏锌锗
0,2007-10,600809,山西汾酒
0,2007-10,401,冀东水泥
0,2007-10,600058,五矿发展
0,2007-10,600143,金发科技
0,2007-10,600655,豫园股份
0,2007-10,600832,明珠集团
0,2007-10,562,宏源证券
0,2007-10,12,南玻集团
0,2007-10,758,中色股份
0,2007-10,600096,云天化
0,2007-10,600123,兰花科创
0,2007-10,600219,南山铝业
0,2007-10,600895,张江高科
0,2007-10,601666,平煤股份
0,2007-10,528,柳工
0,2007-10,933,神火煤电
0,2007-10,600266,北京城建
0,2007-10,600528,中铁工业
0,2007-10,600598,北大荒
0,2007-10,600694,大商股份
0,2007-10,600811,东方集团
0,2007-10,600997,开滦股份
0,2007-10,601001,晋控煤业
0,2007-10,59,华锦股份
0,2007-10,422,湖北宜化
0,2007-10,807,云铝股份
0,2007-10,969,安泰科技
0,2007-10,600005,武钢股份
0,2007-10,600125,铁龙物流
0,2007-10,600132,重庆啤酒
0,2007-10,600432,吉恩镍业
0,2007-10,600508,上海能源
0,2007-10,600550,保变电气
0,2007-10,600779,水井坊
0,2007-10,600881,亚泰集团
0,2007-10,527,美的电器
0,2007-10,825,太钢不锈
0,2007-10,898,鞍钢股份
0,2007-10,600037,歌华有线
0,2007-10,600331,宏达股份
0,2007-10,600456,宝钛股份
0,2007-10,21,深科技
0,2007-10,680,山推股份
0,2007-10,600183,生益科技
0,2007-10,600307,酒钢宏兴
0,2007-10,600320,振华重工
0,2007-10,600418,江淮汽车
0,2007-10,600500,中化国际
0,2007-10,600812,华北制药
0,2007-10,27,深圳能源
0,2007-10,600008,首创环保
0,2007-10,600026,中远海能
0,2007-10,600151,航天机电
0,2007-10,600428,中远海特
0,2007-10,600635,大众公用
0,2007-10,600808,马钢股份
0,2007-10,600879,航天电子
0,2007-10,31,大悦城
0,2007-10,612,焦作万方
0,2007-10,927,中国铁物
0,2007-10,600004,白云机场
0,2007-10,600018,上港集团
0,2007-10,600220,江苏阳光
0,2007-10,600269,赣粤高速
0,2007-10,600675,中华企业
0,2007-10,600717,天津港
0,2007-10,600631,百联股份(合并前)
0,2007-10,46,泛海控股
0,2007-10,652,泰达股份
0,2007-10,900,现代投资
0,2007-10,959,首钢股份
0,2007-10,600006,东风汽车
0,2007-10,600017,日照港
0,2007-10,600033,福建高速
0,2007-10,600087,南京油运
0,2007-10,600210,紫江企业
0,2007-10,600350,山东高速
0,2007-10,600596,新安股份
0,2007-10,600597,光明乳业
0,2007-10,600601,方正科技
0,2007-10,600663,陆家嘴
0,2007-10,600748,上实发展
0,2007-10,89,深圳机场
0,2007-10,488,晨鸣纸业
0,2007-10,717,韶钢松山
0,2007-10,897,津滨发展
0,2007-10,932,华菱钢铁
0,2007-10,600011,华能国际
0,2007-10,600022,山东钢铁
0,2007-10,600027,华电国际
0,2007-10,600102,莱钢股份
0,2007-10,600236,桂冠电力
0,2007-10,600282,南钢股份
0,2007-10,600569,安阳钢铁
0,2007-10,600643,爱建集团
0,2007-10,600688,上海石化
0,2007-10,600820,隧道股份
0,2007-10,600835,上海机电
0,2007-10,600886,国投电力
0,2007-10,601588,北辰实业
0,2007-10,601872,招商轮船
0,2007-10,601991,大唐发电
0,2007-10,600685,中船防务
0,2007-10,559,万向钱潮
0,2007-10,793,华闻集团
0,2007-10,822,山东海化
0,2007-10,917,电广传媒
0,2007-10,600270,外运发展
0,2007-10,600639,浦东金桥
0,2007-10,600874,创业环保
0,2007-10,629,攀钢钒钛
0,2007-10,912,泸天化
0,2007-10,600110,诺德股份
0,2007-10,600117,西宁特钢
0,2007-10,600308,华泰股份
0,2007-10,600616,金枫酒业
0,2007-10,600653,申华控股
0,2007-10,600770,综艺股份
0,2007-10,600001,邯郸钢铁
0,2007-10,600357,承德钒钛
0,2007-10,88,盐田港
0,2007-10,503,国新健康
0,2007-10,539,粤电力
0,2007-10,767,晋控电力
0,2007-10,829,天音控股
0,2007-10,600007,中国国贸
0,2007-10,600020,中原高速
0,2007-10,600021,上海电力
0,2007-10,600098,广州发展
0,2007-10,600591,上海航空
0,2007-10,600747,大连控股
0,2007-10,600761,安徽合力
0,2007-10,600780,通宝能源
0,2007-10,600863,内蒙华电
0,2007-10,600887,伊利股份
0,2007-10,600961,株冶集团
0,2007-10,36,华联控股
0,2007-10,410,沈阳机床
0,2007-10,541,佛山照明
0,2007-10,581,威孚高科
0,2007-10,636,风华高科
0,2007-10,751,锌业股份
0,2007-10,828,东莞控股
0,2007-10,600012,皖通高速
0,2007-10,600535,天士力
0,2007-10,600628,新世界
0,2007-10,600718,东软集团
0,2007-10,600787,中储股份
0,2007-10,600797,浙大网新
0,2007-10,600851,海欣股份
0,2007-10,29,深房集团
0,2007-10,400,许继电气
0,2007-10,550,江铃汽车
0,2007-10,682,东方电子
0,2007-10,708,中信特钢
0,2007-10,786,北新建材
0,2007-10,970,中科三环
0,2007-10,2110,三钢闽光
0,2007-10,600035,楚天高速
0,2007-10,600088,中视传媒
0,2007-10,600161,天坛生物
0,2007-10,600190,锦州港
0,2007-10,600501,航天晨光
0,2007-10,600662,强生控股
0,2007-10,600754,锦江酒店
0,2007-10,600868,梅雁吉祥
0,2007-10,601002,晋亿实业
0,2007-10,601607,上海医药
0,2007-10,600786,东方锅炉
0,2007-10,66,中国长城
0,2007-10,68,华控赛格
0,2007-10,617,中油资本
0,2007-10,623,吉林敖东
0,2007-10,690,宝新能源
0,2007-10,930,中粮科技
0,2007-10,962,东方钽业
0,2007-10,997,新大陆
0,2007-10,2008,大族激光
0,2007-10,2051,中工国际
0,2007-10,2069,獐子岛
0,2007-10,2078,太阳纸业
0,2007-10,2083,孚日股份
0,2007-10,2097,山河智能
0,2007-10,2106,莱宝高科
0,2007-10,600003,东北高速
0,2007-10,600060,海信视像
0,2007-10,600062,华润双鹤
0,2007-10,600078,澄星股份
0,2007-10,600160,巨化股份
0,2007-10,600171,上海贝岭
0,2007-10,600299,安迪苏
0,2007-10,600312,平高电气
0,2007-10,600361,华联综超
0,2007-10,600410,华胜天成
0,2007-10,600460,士兰微
0,2007-10,600498,烽火通信
0,2007-10,600521,华海药业
0,2007-10,600588,用友网络
0,2007-10,600859,王府井
0,2007-10,600472,包头铝业
0,2007-10,2025,航天电器
0,2007-10,1,平安银行
0,2007-10,2,万科
0,2007-10,63,中兴通讯
0,2007-10,69,华侨城
0,2007-10,157,中联重科
0,2007-10,425,徐工机械
0,2007-10,538,云南白药
0,2007-10,568,泸州老窖
0,2007-10,625,长安汽车
0,2007-10,651,格力电器
0,2007-10,768,中航西飞
0,2007-10,858,五粮液
0,2007-10,876,新希望
0,2007-10,2024,苏宁易购
0,2007-10,600000,浦发银行
0,2007-10,600009,上海机场
0,2007-10,600010,包钢股份
0,2007-10,600015,华夏银行
0,2007-10,600016,民生银行
0,2007-10,600019,宝钢股份
0,2007-10,600028,中国石化
0,2007-10,600029,南方航空
0,2007-10,600030,中信证券
0,2007-10,600031,三一重工
