,month_details,stock,stock_name,month
11558,2008-06,601991,大唐发电,123
11559,2008-06,600685,中船防务,123
11560,2008-06,000301,东方盛虹,123
11561,2008-06,000559,万向钱潮,123
11562,2008-06,000793,华闻集团,123
11563,2008-06,000822,山东海化,123
11564,2008-06,000917,电广传媒,123
11565,2008-06,600158,中体产业,123
11566,2008-06,600270,外运发展,123
11567,2008-06,600638,新黄浦,123
11568,2008-06,600639,浦东金桥,123
11569,2008-06,600874,创业环保,123
11570,2008-06,000543,皖能电力,123
11571,2008-06,000629,攀钢钒钛,123
11572,2008-06,000912,泸天化,123
11573,2008-06,600110,诺德股份,123
11574,2008-06,600117,西宁特钢,123
11575,2008-06,600308,华泰股份,123
11576,2008-06,600548,深高速,123
11577,2008-06,600616,金枫酒业,123
11578,2008-06,600653,申华控股,123
11579,2008-06,600770,综艺股份,123
11580,2008-06,601005,重庆钢铁,123
11581,2008-06,600001,邯郸钢铁,123
11582,2008-06,600357,承德钒钛,123
11583,2008-06,000088,盐田港,123
11584,2008-06,000503,国新健康,123
11585,2008-06,000539,粤电力,123
11586,2008-06,000767,晋控电力,123
11587,2008-06,000829,天音控股,123
11588,2008-06,600007,中国国贸,123
11589,2008-06,600020,中原高速,123
11590,2008-06,600021,上海电力,123
11591,2008-06,600098,广州发展,123
11592,2008-06,600115,中国东航,123
11593,2008-06,600591,上海航空,123
11594,2008-06,600747,大连控股,123
11595,2008-06,600761,安徽合力,123
11596,2008-06,600780,通宝能源,123
11597,2008-06,600863,内蒙华电,123
11598,2008-06,600887,伊利股份,123
11599,2008-06,600961,株冶集团,123
11600,2008-06,600978,宜华生活,123
11601,2008-06,601003,柳钢股份,123
11602,2008-06,000036,华联控股,123
11603,2008-06,000410,沈阳机床,123
11604,2008-06,000541,佛山照明,123
11605,2008-06,000572,海马汽车,123
11606,2008-06,000581,威孚高科,123
11607,2008-06,000636,风华高科,123
11608,2008-06,000751,锌业股份,123
11609,2008-06,000761,本钢板材,123
11610,2008-06,000828,东莞控股,123
11611,2008-06,600012,皖通高速,123
11612,2008-06,600377,宁沪高速,123
11613,2008-06,600535,天士力,123
11614,2008-06,600628,新世界,123
11615,2008-06,600718,东软集团,123
11616,2008-06,600787,中储股份,123
11617,2008-06,600797,浙大网新,123
11618,2008-06,600851,海欣股份,123
11619,2008-06,000029,深房集团,123
11620,2008-06,000400,许继电气,123
11621,2008-06,000550,江铃汽车,123
11622,2008-06,000682,东方电子,123
11623,2008-06,000708,中信特钢,123
11624,2008-06,000786,北新建材,123
11625,2008-06,000970,中科三环,123
11626,2008-06,002110,三钢闽光,123
11627,2008-06,002122,天马股份,123
11628,2008-06,600035,楚天高速,123
11629,2008-06,600088,中视传媒,123
11630,2008-06,600161,天坛生物,123
11631,2008-06,600190,锦州港,123
11632,2008-06,600501,航天晨光,123
11633,2008-06,600662,强生控股,123
11634,2008-06,600754,锦江酒店,123
11635,2008-06,600868,梅雁吉祥,123
11636,2008-06,601002,晋亿实业,123
11637,2008-06,601607,上海医药,123
11638,2008-06,000001,平安银行,123
11639,2008-06,000002,万科,123
11640,2008-06,000063,中兴通讯,123
11641,2008-06,000069,华侨城,123
11642,2008-06,000157,中联重科,123
11643,2008-06,000338,潍柴动力,123
11644,2008-06,000425,徐工机械,123
11645,2008-06,000538,云南白药,123
11646,2008-06,000568,泸州老窖,123
11647,2008-06,000625,长安汽车,123
11648,2008-06,000651,格力电器,123
11649,2008-06,000768,中航西飞,123
11650,2008-06,000858,五粮液,123
11651,2008-06,000876,新希望,123
11652,2008-06,000895,双汇发展,123
11653,2008-06,002024,苏宁易购,123
11654,2008-06,002142,宁波银行,123
11655,2008-06,600000,浦发银行,123
11656,2008-06,600009,上海机场,123
11657,2008-06,600010,包钢股份,123
11658,2008-06,600015,华夏银行,123
11659,2008-06,600016,民生银行,123
11660,2008-06,600019,宝钢股份,123
11661,2008-06,600028,中国石化,123
11662,2008-06,600029,南方航空,123
11663,2008-06,600030,中信证券,123
11664,2008-06,600031,三一重工,123
11665,2008-06,600036,招商银行,123
11666,2008-06,600048,保利发展,123
11667,2008-06,600050,中国联通,123
11668,2008-06,600085,同仁堂,123
11669,2008-06,600104,上汽集团,123
11670,2008-06,600109,国金证券,123
11671,2008-06,600111,北方稀土,123
11672,2008-06,600196,复星医药,123
11673,2008-06,600309,万华化学,123
11674,2008-06,600362,江西铜业,123
11675,2008-06,600383,金地集团,123
11676,2008-06,600489,中金黄金,123
11677,2008-06,600519,贵州茅台,123
11678,2008-06,600547,山东黄金,123
11679,2008-06,600585,海螺水泥,123
11680,2008-06,600660,福耀玻璃,123
11681,2008-06,600690,海尔智家,123
11682,2008-06,600741,华域汽车,123
11683,2008-06,600795,国电电力,123
11684,2008-06,600837,海通证券,123
11685,2008-06,600900,长江电力,123
11686,2008-06,601006,大秦铁路,123
11687,2008-06,601009,南京银行,123
11688,2008-06,601088,中国神华,123
11689,2008-06,601111,中国国航,123
11690,2008-06,601166,兴业银行,123
11691,2008-06,601169,北京银行,123
11692,2008-06,601318,中国平安,123
11693,2008-06,601328,交通银行,123
11694,2008-06,601398,工商银行,123
11695,2008-06,601600,中国铝业,123
11696,2008-06,601628,中国人寿,123
11697,2008-06,601857,中国石油,123
11698,2008-06,601988,中国银行,123
11699,2008-06,601998,中信银行,123
11700,2008-07,000728,国元证券,124
11701,2008-07,600118,中国卫星,124
11702,2008-07,600066,宇通客车,124
11703,2008-07,600068,葛洲坝,124
11704,2008-07,600177,雅戈尔,124
11705,2008-07,600208,新湖中宝,124
11706,2008-07,600271,航天信息,124
11707,2008-07,000709,河钢股份,124
11708,2008-07,600089,特变电工,124
11709,2008-07,600170,上海建工,124
11710,2008-07,600188,兖州煤业,124
11711,2008-07,600221,海航控股,124
11712,2008-07,600583,海油工程,124
11713,2008-07,000423,东阿阿胶,124
11714,2008-07,000630,铜陵有色,124
11715,2008-07,600100,同方股份,124
11716,2008-07,600153,建发股份,124
11717,2008-07,000402,金融街,124
11718,2008-07,600415,小商品城,124
11719,2008-07,000792,盐湖股份,124
11720,2008-07,600739,辽宁成大,124
11721,2008-07,601333,广深铁路,124
11722,2008-07,000060,中金岭南,124
11723,2008-07,600804,鹏博士,124
11724,2008-07,601866,中远海发,124
11725,2008-07,000686,东北证券,124
11726,2008-07,600649,城投控股,124
11727,2008-07,000009,中国宝安,124
11728,2008-07,600150,中国船舶,124
11729,2008-07,600256,广汇能源,124
11730,2008-07,000039,中集集团,124
11731,2008-07,000061,农产品,124
11732,2008-07,000778,新兴铸管,124
11733,2008-07,000800,一汽解放,124
11734,2008-07,600839,四川长虹,124
11735,2008-07,600875,东方电气,124
11736,2008-07,000729,燕京啤酒,124
11737,2008-07,600600,青岛啤酒,124
11738,2008-07,600642,申能股份,124
11739,2008-07,601808,中海油服,124
11740,2008-07,601898,中煤能源,124
11741,2008-07,000937,冀中能源,124
11742,2008-07,000983,山西焦煤,124
11743,2008-07,600549,厦门钨业,124
11744,2008-07,601699,潞安环能,124
11745,2008-07,000024,招商地产,124
11746,2008-07,000839,中信国安,124
11747,2008-07,000878,云南铜业,124
11748,2008-07,000960,锡业股份,124
11749,2008-07,600108,亚盛集团,124
11750,2008-07,600316,洪都航空,124
11751,2008-07,600348,华阳股份,124
11752,2008-07,600497,驰宏锌锗,124
11753,2008-07,600809,山西汾酒,124
11754,2008-07,601168,西部矿业,124
11755,2008-07,000401,冀东水泥,124
11756,2008-07,600058,五矿发展,124
11757,2008-07,600143,金发科技,124
11758,2008-07,600655,豫园股份,124
11759,2008-07,600832,明珠集团,124
11760,2008-07,000562,宏源证券,124
11761,2008-07,000012,南玻集团,124
11762,2008-07,000718,苏宁环球,124
11763,2008-07,000758,中色股份,124
11764,2008-07,600096,云天化,124
11765,2008-07,600123,兰花科创,124
11766,2008-07,600219,南山铝业,124
11767,2008-07,600376,首开股份,124
11768,2008-07,600895,张江高科,124
11769,2008-07,601666,平煤股份,124
11770,2008-07,601918,新集能源,124
11771,2008-07,000528,柳工,124
11772,2008-07,000933,神火煤电,124
11773,2008-07,002155,湖南黄金,124
11774,2008-07,600266,北京城建,124
11775,2008-07,600528,中铁工业,124
11776,2008-07,600598,北大荒,124
11777,2008-07,600694,大商股份,124
11778,2008-07,600811,东方集团,124
11779,2008-07,600997,开滦股份,124
11780,2008-07,601001,晋控煤业,124
11781,2008-07,000059,华锦股份,124
11782,2008-07,000422,湖北宜化,124
11783,2008-07,000807,云铝股份,124
11784,2008-07,000969,安泰科技,124
11785,2008-07,002128,露天煤业,124
11786,2008-07,600005,武钢股份,124
11787,2008-07,600125,铁龙物流,124
11788,2008-07,600132,重庆啤酒,124
11789,2008-07,600432,吉恩镍业,124
11790,2008-07,600508,上海能源,124
11791,2008-07,600550,保变电气,124
11792,2008-07,600779,水井坊,124
11793,2008-07,600881,亚泰集团,124
11794,2008-07,000527,美的电器,124
11795,2008-07,000825,太钢不锈,124
11796,2008-07,000898,鞍钢股份,124
11797,2008-07,600037,歌华有线,124
11798,2008-07,600331,宏达股份,124
11799,2008-07,600456,宝钛股份,124
11800,2008-07,000021,深科技,124
11801,2008-07,000680,山推股份,124
11802,2008-07,600183,生益科技,124
11803,2008-07,600307,酒钢宏兴,124
11804,2008-07,600320,振华重工,124
11805,2008-07,600418,江淮汽车,124
11806,2008-07,600500,中化国际,124
11807,2008-07,600595,中孚实业,124
11808,2008-07,600812,华北制药,124
11809,2008-07,601919,中远海控,124
11810,2008-07,000027,深圳能源,124
11811,2008-07,600008,首创环保,124
11812,2008-07,600026,中远海能,124
11813,2008-07,600151,航天机电,124
11814,2008-07,600380,健康元,124
11815,2008-07,600428,中远海特,124
11816,2008-07,600635,大众公用,124
11817,2008-07,600808,马钢股份,124
11818,2008-07,600879,航天电子,124
11819,2008-07,000031,大悦城,124
11820,2008-07,000612,焦作万方,124
11821,2008-07,000927,中国铁物,124
11822,2008-07,000951,中国重汽,124
11823,2008-07,600004,白云机场,124
11824,2008-07,600018,上港集团,124
11825,2008-07,600220,江苏阳光,124
11826,2008-07,600269,赣粤高速,124
11827,2008-07,600675,中华企业,124
11828,2008-07,600717,天津港,124
11829,2008-07,600631,百联股份(合并前),124
11830,2008-07,000046,泛海控股,124
11831,2008-07,000652,泰达股份,124
11832,2008-07,000667,美好置业,124
11833,2008-07,000900,现代投资,124
11834,2008-07,000959,首钢股份,124
11835,2008-07,600006,东风汽车,124
11836,2008-07,600017,日照港,124
11837,2008-07,600033,福建高速,124
11838,2008-07,600087,南京油运,124
11839,2008-07,600210,紫江企业,124
11840,2008-07,600325,华发股份,124
11841,2008-07,600350,山东高速,124
11842,2008-07,600596,新安股份,124
11843,2008-07,600597,光明乳业,124
11844,2008-07,600601,方正科技,124
11845,2008-07,600611,大众交通,124
11846,2008-07,600663,陆家嘴,124
11847,2008-07,600748,上实发展,124
11848,2008-07,000089,深圳机场,124
11849,2008-07,000488,晨鸣纸业,124
11850,2008-07,000717,韶钢松山,124
11851,2008-07,000897,津滨发展,124
11852,2008-07,000932,华菱钢铁,124
11853,2008-07,600011,华能国际,124
11854,2008-07,600022,山东钢铁,124
11855,2008-07,600027,华电国际,124
11856,2008-07,600102,莱钢股份,124
11857,2008-07,600236,桂冠电力,124
11858,2008-07,600282,南钢股份,124
11859,2008-07,600569,安阳钢铁,124
11860,2008-07,600643,爱建集团,124
11861,2008-07,600688,上海石化,124
11862,2008-07,600820,隧道股份,124
11863,2008-07,600835,上海机电,124
11864,2008-07,600886,国投电力,124
11865,2008-07,601588,北辰实业,124
11866,2008-07,601872,招商轮船,124
11867,2008-07,601991,大唐发电,124
11868,2008-07,600685,中船防务,124
11869,2008-07,000301,东方盛虹,124
11870,2008-07,000559,万向钱潮,124
11871,2008-07,000793,华闻集团,124
11872,2008-07,000822,山东海化,124
11873,2008-07,000917,电广传媒,124
11874,2008-07,600158,中体产业,124
11875,2008-07,600270,外运发展,124
11876,2008-07,600638,新黄浦,124
11877,2008-07,600639,浦东金桥,124
11878,2008-07,600859,王府井,124
11879,2008-07,600874,创业环保,124
11880,2008-07,000543,皖能电力,124
11881,2008-07,000629,攀钢钒钛,124
11882,2008-07,000912,泸天化,124
11883,2008-07,600110,诺德股份,124
11884,2008-07,600117,西宁特钢,124
11885,2008-07,600308,华泰股份,124
11886,2008-07,600548,深高速,124
11887,2008-07,600616,金枫酒业,124
11888,2008-07,600653,申华控股,124
11889,2008-07,600770,综艺股份,124
11890,2008-07,601005,重庆钢铁,124
11891,2008-07,600001,邯郸钢铁,124
11892,2008-07,600357,承德钒钛,124
11893,2008-07,000088,盐田港,124
11894,2008-07,000503,国新健康,124
11895,2008-07,000539,粤电力,124
11896,2008-07,000755,山西路桥,124
11897,2008-07,000767,晋控电力,124
11898,2008-07,000829,天音控股,124
11899,2008-07,002097,山河智能,124
11900,2008-07,002146,荣盛发展,124
11901,2008-07,600007,中国国贸,124
11902,2008-07,600020,中原高速,124
11903,2008-07,600021,上海电力,124
11904,2008-07,600098,广州发展,124
11905,2008-07,600115,中国东航,124
11906,2008-07,600591,上海航空,124
11907,2008-07,600747,大连控股,124
11908,2008-07,600761,安徽合力,124
11909,2008-07,600780,通宝能源,124
11910,2008-07,600863,内蒙华电,124
11911,2008-07,600887,伊利股份,124
11912,2008-07,600961,株冶集团,124
11913,2008-07,600978,宜华生活,124
11914,2008-07,601003,柳钢股份,124
11915,2008-07,000036,华联控股,124
11916,2008-07,000410,沈阳机床,124
11917,2008-07,000541,佛山照明,124
11918,2008-07,000572,海马汽车,124
11919,2008-07,000581,威孚高科,124
11920,2008-07,000636,风华高科,124
11921,2008-07,000751,锌业股份,124
11922,2008-07,000761,本钢板材,124
11923,2008-07,000828,东莞控股,124
11924,2008-07,600012,皖通高速,124
11925,2008-07,600169,太原重工,124
11926,2008-07,600377,宁沪高速,124
11927,2008-07,600535,天士力,124
11928,2008-07,600628,新世界,124
11929,2008-07,600718,东软集团,124
11930,2008-07,600787,中储股份,124
11931,2008-07,600797,浙大网新,124
11932,2008-07,600851,海欣股份,124
11933,2008-07,000001,平安银行,124
11934,2008-07,000002,万科,124
11935,2008-07,000063,中兴通讯,124
11936,2008-07,000069,华侨城,124
11937,2008-07,000157,中联重科,124
11938,2008-07,000338,潍柴动力,124
11939,2008-07,000425,徐工机械,124
11940,2008-07,000538,云南白药,124
11941,2008-07,000568,泸州老窖,124
11942,2008-07,000625,长安汽车,124
11943,2008-07,000651,格力电器,124
11944,2008-07,000768,中航西飞,124
11945,2008-07,000783,长江证券,124
11946,2008-07,000858,五粮液,124
11947,2008-07,000876,新希望,124
11948,2008-07,000895,双汇发展,124
11949,2008-07,002024,苏宁易购,124
11950,2008-07,002142,宁波银行,124
11951,2008-07,002202,金风科技,124
11952,2008-07,600000,浦发银行,124
11953,2008-07,600009,上海机场,124
11954,2008-07,600010,包钢股份,124
11955,2008-07,600015,华夏银行,124
11956,2008-07,600016,民生银行,124
11957,2008-07,600019,宝钢股份,124
11958,2008-07,600028,中国石化,124
11959,2008-07,600029,南方航空,124
11960,2008-07,600030,中信证券,124
11961,2008-07,600031,三一重工,124
11962,2008-07,600036,招商银行,124
11963,2008-07,600048,保利发展,124
11964,2008-07,600050,中国联通,124
11965,2008-07,600085,同仁堂,124
11966,2008-07,600104,上汽集团,124
11967,2008-07,600109,国金证券,124
11968,2008-07,600111,北方稀土,124
11969,2008-07,600196,复星医药,124
11970,2008-07,600309,万华化学,124
11971,2008-07,600362,江西铜业,124
11972,2008-07,600383,金地集团,124
11973,2008-07,600489,中金黄金,124
11974,2008-07,600519,贵州茅台,124
11975,2008-07,600547,山东黄金,124
11976,2008-07,600585,海螺水泥,124
11977,2008-07,600660,福耀玻璃,124
11978,2008-07,600690,海尔智家,124
11979,2008-07,600741,华域汽车,124
11980,2008-07,600795,国电电力,124
11981,2008-07,600837,海通证券,124
11982,2008-07,600900,长江电力,124
11983,2008-07,601006,大秦铁路,124
11984,2008-07,601009,南京银行,124
11985,2008-07,601088,中国神华,124
11986,2008-07,601111,中国国航,124
11987,2008-07,601166,兴业银行,124
11988,2008-07,601169,北京银行,124
11989,2008-07,601318,中国平安,124
11990,2008-07,601328,交通银行,124
11991,2008-07,601390,中国中铁,124
11992,2008-07,601398,工商银行,124
11993,2008-07,601600,中国铝业,124
11994,2008-07,601601,中国太保,124
11995,2008-07,601628,中国人寿,124
11996,2008-07,601857,中国石油,124
11997,2008-07,601939,建设银行,124
11998,2008-07,601988,中国银行,124
11999,2008-07,601998,中信银行,124
12000,2008-08,000728,国元证券,125
12001,2008-08,600118,中国卫星,125
12002,2008-08,600066,宇通客车,125
12003,2008-08,600068,葛洲坝,125
12004,2008-08,600177,雅戈尔,125
12005,2008-08,600208,新湖中宝,125
12006,2008-08,600271,航天信息,125
12007,2008-08,000709,河钢股份,125
12008,2008-08,600089,特变电工,125
12009,2008-08,600170,上海建工,125
12010,2008-08,600188,兖州煤业,125
12011,2008-08,600221,海航控股,125
12012,2008-08,600583,海油工程,125
12013,2008-08,000423,东阿阿胶,125
12014,2008-08,000630,铜陵有色,125
12015,2008-08,600100,同方股份,125
12016,2008-08,600153,建发股份,125
12017,2008-08,000402,金融街,125
12018,2008-08,600415,小商品城,125
12019,2008-08,000792,盐湖股份,125
12020,2008-08,600739,辽宁成大,125
12021,2008-08,601333,广深铁路,125
12022,2008-08,000060,中金岭南,125
12023,2008-08,600804,鹏博士,125
12024,2008-08,601866,中远海发,125
12025,2008-08,000686,东北证券,125
12026,2008-08,600649,城投控股,125
12027,2008-08,000009,中国宝安,125
12028,2008-08,600150,中国船舶,125
12029,2008-08,600256,广汇能源,125
12030,2008-08,000039,中集集团,125
12031,2008-08,000061,农产品,125
12032,2008-08,000778,新兴铸管,125
12033,2008-08,000800,一汽解放,125
12034,2008-08,600839,四川长虹,125
12035,2008-08,600875,东方电气,125
12036,2008-08,000729,燕京啤酒,125
12037,2008-08,600600,青岛啤酒,125
12038,2008-08,600642,申能股份,125
12039,2008-08,601808,中海油服,125
12040,2008-08,601898,中煤能源,125
12041,2008-08,000937,冀中能源,125
12042,2008-08,000983,山西焦煤,125
12043,2008-08,600549,厦门钨业,125
12044,2008-08,601699,潞安环能,125
12045,2008-08,000024,招商地产,125
12046,2008-08,000839,中信国安,125
12047,2008-08,000878,云南铜业,125
12048,2008-08,000960,锡业股份,125
12049,2008-08,600108,亚盛集团,125
12050,2008-08,600316,洪都航空,125
12051,2008-08,600348,华阳股份,125
12052,2008-08,600497,驰宏锌锗,125
12053,2008-08,600809,山西汾酒,125
12054,2008-08,601168,西部矿业,125
12055,2008-08,000401,冀东水泥,125
12056,2008-08,600058,五矿发展,125
12057,2008-08,600143,金发科技,125
12058,2008-08,600655,豫园股份,125
12059,2008-08,600832,明珠集团,125
12060,2008-08,000562,宏源证券,125
12061,2008-08,000012,南玻集团,125
12062,2008-08,000718,苏宁环球,125
12063,2008-08,000758,中色股份,125
12064,2008-08,600096,云天化,125
12065,2008-08,600123,兰花科创,125
12066,2008-08,600219,南山铝业,125
12067,2008-08,600376,首开股份,125
12068,2008-08,600895,张江高科,125
12069,2008-08,601666,平煤股份,125
12070,2008-08,601918,新集能源,125
12071,2008-08,000528,柳工,125
12072,2008-08,000933,神火煤电,125
12073,2008-08,002155,湖南黄金,125
12074,2008-08,600266,北京城建,125
12075,2008-08,600528,中铁工业,125
12076,2008-08,600598,北大荒,125
12077,2008-08,600694,大商股份,125
12078,2008-08,600811,东方集团,125
12079,2008-08,600997,开滦股份,125
12080,2008-08,601001,晋控煤业,125
12081,2008-08,000059,华锦股份,125
12082,2008-08,000422,湖北宜化,125
12083,2008-08,000807,云铝股份,125
12084,2008-08,000969,安泰科技,125
12085,2008-08,002128,露天煤业,125
12086,2008-08,600005,武钢股份,125
12087,2008-08,600125,铁龙物流,125
12088,2008-08,600132,重庆啤酒,125
12089,2008-08,600432,吉恩镍业,125
12090,2008-08,600508,上海能源,125
12091,2008-08,600550,保变电气,125
12092,2008-08,600779,水井坊,125
12093,2008-08,600881,亚泰集团,125
12094,2008-08,000527,美的电器,125
12095,2008-08,000825,太钢不锈,125
12096,2008-08,000898,鞍钢股份,125
12097,2008-08,600037,歌华有线,125
12098,2008-08,600331,宏达股份,125
12099,2008-08,600456,宝钛股份,125
12100,2008-08,000021,深科技,125
12101,2008-08,000680,山推股份,125
12102,2008-08,600183,生益科技,125
12103,2008-08,600307,酒钢宏兴,125
12104,2008-08,600320,振华重工,125
12105,2008-08,600418,江淮汽车,125
12106,2008-08,600500,中化国际,125
12107,2008-08,600595,中孚实业,125
12108,2008-08,600812,华北制药,125
12109,2008-08,601919,中远海控,125
12110,2008-08,000027,深圳能源,125
12111,2008-08,600008,首创环保,125
12112,2008-08,600026,中远海能,125
12113,2008-08,600151,航天机电,125
12114,2008-08,600380,健康元,125
12115,2008-08,600428,中远海特,125
12116,2008-08,600635,大众公用,125
12117,2008-08,600808,马钢股份,125
12118,2008-08,600879,航天电子,125
12119,2008-08,000031,大悦城,125
12120,2008-08,000612,焦作万方,125
12121,2008-08,000927,中国铁物,125
12122,2008-08,000951,中国重汽,125
12123,2008-08,600004,白云机场,125
12124,2008-08,600018,上港集团,125
12125,2008-08,600220,江苏阳光,125
12126,2008-08,600269,赣粤高速,125
12127,2008-08,600675,中华企业,125
12128,2008-08,600717,天津港,125
12129,2008-08,600631,百联股份(合并前),125
12130,2008-08,000046,泛海控股,125
12131,2008-08,000652,泰达股份,125
12132,2008-08,000667,美好置业,125
12133,2008-08,000900,现代投资,125
12134,2008-08,000959,首钢股份,125
12135,2008-08,600006,东风汽车,125
12136,2008-08,600017,日照港,125
12137,2008-08,600033,福建高速,125
12138,2008-08,600087,南京油运,125
12139,2008-08,600210,紫江企业,125
12140,2008-08,600325,华发股份,125
12141,2008-08,600350,山东高速,125
12142,2008-08,600596,新安股份,125
12143,2008-08,600597,光明乳业,125
12144,2008-08,600601,方正科技,125
12145,2008-08,600611,大众交通,125
12146,2008-08,600663,陆家嘴,125
12147,2008-08,600748,上实发展,125
12148,2008-08,000089,深圳机场,125
12149,2008-08,000488,晨鸣纸业,125
12150,2008-08,000717,韶钢松山,125
12151,2008-08,000897,津滨发展,125
12152,2008-08,000932,华菱钢铁,125
12153,2008-08,600011,华能国际,125
12154,2008-08,600022,山东钢铁,125
12155,2008-08,600027,华电国际,125
12156,2008-08,600102,莱钢股份,125
12157,2008-08,600236,桂冠电力,125
12158,2008-08,600282,南钢股份,125
12159,2008-08,600569,安阳钢铁,125
12160,2008-08,600643,爱建集团,125
12161,2008-08,600688,上海石化,125
12162,2008-08,600820,隧道股份,125
12163,2008-08,600835,上海机电,125
12164,2008-08,600886,国投电力,125
12165,2008-08,601588,北辰实业,125
12166,2008-08,601872,招商轮船,125
12167,2008-08,601991,大唐发电,125
12168,2008-08,600685,中船防务,125
12169,2008-08,000301,东方盛虹,125
12170,2008-08,000559,万向钱潮,125
12171,2008-08,000793,华闻集团,125
12172,2008-08,000822,山东海化,125
12173,2008-08,000917,电广传媒,125
12174,2008-08,600158,中体产业,125
12175,2008-08,600270,外运发展,125
12176,2008-08,600638,新黄浦,125
12177,2008-08,600639,浦东金桥,125
12178,2008-08,600859,王府井,125
12179,2008-08,600874,创业环保,125
12180,2008-08,000543,皖能电力,125
12181,2008-08,000629,攀钢钒钛,125
12182,2008-08,000912,泸天化,125
12183,2008-08,600110,诺德股份,125
12184,2008-08,600117,西宁特钢,125
12185,2008-08,600308,华泰股份,125
12186,2008-08,600548,深高速,125
12187,2008-08,600616,金枫酒业,125
12188,2008-08,600653,申华控股,125
12189,2008-08,600770,综艺股份,125
12190,2008-08,601005,重庆钢铁,125
12191,2008-08,600001,邯郸钢铁,125
12192,2008-08,600357,承德钒钛,125
12193,2008-08,000088,盐田港,125
12194,2008-08,000503,国新健康,125
12195,2008-08,000539,粤电力,125
12196,2008-08,000755,山西路桥,125
12197,2008-08,000767,晋控电力,125
12198,2008-08,000829,天音控股,125
12199,2008-08,002097,山河智能,125
12200,2008-08,002146,荣盛发展,125
12201,2008-08,600007,中国国贸,125
12202,2008-08,600020,中原高速,125
12203,2008-08,600021,上海电力,125
12204,2008-08,600098,广州发展,125
12205,2008-08,600115,中国东航,125
12206,2008-08,600591,上海航空,125
12207,2008-08,600747,大连控股,125
12208,2008-08,600761,安徽合力,125
12209,2008-08,600780,通宝能源,125
12210,2008-08,600863,内蒙华电,125
12211,2008-08,600887,伊利股份,125
12212,2008-08,600961,株冶集团,125
12213,2008-08,600978,宜华生活,125
12214,2008-08,601003,柳钢股份,125
12215,2008-08,000036,华联控股,125
12216,2008-08,000410,沈阳机床,125
12217,2008-08,000541,佛山照明,125
12218,2008-08,000572,海马汽车,125
12219,2008-08,000581,威孚高科,125
12220,2008-08,000636,风华高科,125
12221,2008-08,000751,锌业股份,125
12222,2008-08,000761,本钢板材,125
12223,2008-08,000828,东莞控股,125
12224,2008-08,600012,皖通高速,125
12225,2008-08,600169,太原重工,125
12226,2008-08,600377,宁沪高速,125
12227,2008-08,600535,天士力,125
12228,2008-08,600628,新世界,125
12229,2008-08,600718,东软集团,125
12230,2008-08,600787,中储股份,125
12231,2008-08,600797,浙大网新,125
12232,2008-08,600851,海欣股份,125
12233,2008-08,000001,平安银行,125
12234,2008-08,000002,万科,125
12235,2008-08,000063,中兴通讯,125
12236,2008-08,000069,华侨城,125
12237,2008-08,000157,中联重科,125
12238,2008-08,000338,潍柴动力,125
12239,2008-08,000425,徐工机械,125
12240,2008-08,000538,云南白药,125
12241,2008-08,000568,泸州老窖,125
12242,2008-08,000625,长安汽车,125
12243,2008-08,000651,格力电器,125
12244,2008-08,000768,中航西飞,125
12245,2008-08,000783,长江证券,125
12246,2008-08,000858,五粮液,125
12247,2008-08,000876,新希望,125
12248,2008-08,000895,双汇发展,125
12249,2008-08,002024,苏宁易购,125
12250,2008-08,002142,宁波银行,125
12251,2008-08,002202,金风科技,125
12252,2008-08,600000,浦发银行,125
12253,2008-08,600009,上海机场,125
12254,2008-08,600010,包钢股份,125
12255,2008-08,600015,华夏银行,125
12256,2008-08,600016,民生银行,125
12257,2008-08,600019,宝钢股份,125
12258,2008-08,600028,中国石化,125
12259,2008-08,600029,南方航空,125
12260,2008-08,600030,中信证券,125
12261,2008-08,600031,三一重工,125
12262,2008-08,600036,招商银行,125
12263,2008-08,600048,保利发展,125
12264,2008-08,600050,中国联通,125
12265,2008-08,600085,同仁堂,125
12266,2008-08,600104,上汽集团,125
12267,2008-08,600109,国金证券,125
12268,2008-08,600111,北方稀土,125
12269,2008-08,600196,复星医药,125
12270,2008-08,600309,万华化学,125
12271,2008-08,600362,江西铜业,125
12272,2008-08,600383,金地集团,125
12273,2008-08,600489,中金黄金,125
12274,2008-08,600519,贵州茅台,125
12275,2008-08,600547,山东黄金,125
12276,2008-08,600585,海螺水泥,125
12277,2008-08,600660,福耀玻璃,125
12278,2008-08,600690,海尔智家,125
12279,2008-08,600741,华域汽车,125
12280,2008-08,600795,国电电力,125
12281,2008-08,600837,海通证券,125
12282,2008-08,600900,长江电力,125
12283,2008-08,601006,大秦铁路,125
12284,2008-08,601009,南京银行,125
12285,2008-08,601088,中国神华,125
12286,2008-08,601111,中国国航,125
12287,2008-08,601166,兴业银行,125
12288,2008-08,601169,北京银行,125
12289,2008-08,601318,中国平安,125
12290,2008-08,601328,交通银行,125
12291,2008-08,601390,中国中铁,125
12292,2008-08,601398,工商银行,125
12293,2008-08,601600,中国铝业,125
12294,2008-08,601601,中国太保,125
12295,2008-08,601628,中国人寿,125
12296,2008-08,601857,中国石油,125
12297,2008-08,601939,建设银行,125
12298,2008-08,601988,中国银行,125
12299,2008-08,601998,中信银行,125
12300,2008-09,000728,国元证券,126
12301,2008-09,600118,中国卫星,126
