month,stock,status,return,EP,EPcut,BP,SP,NCFP,OCFP,DP,G/PE,Sales_G_q,Profit_G_q,OCF_G_q,ROE_G_q,ROE_q,ROE_ttm,ROA_q,ROA_ttm,grossprofitmargin_q,grossprofitmargin_ttm,profitmargin_q,profitmargin_ttm,assetturnover_q,assetturnover_ttm,operationcashflowratio_q,operationcashflowratio_ttm,financial_leverage,debtequityratio,cashratio,currentratio,ln_capital,HAlpha,return_1m,return_3m,return_6m,return_12m,wgt_return_1m,wgt_return_3m,wgt_return_6m,wgt_return_12m,exp_wgt_return_1m,exp_wgt_return_3m,exp_wgt_return_6m,exp_wgt_return_12m,std_FF3factor_1m,std_FF3factor_3m,std_FF3factor_6m,std_FF3factor_12m,std_1m,std_3m,std_6m,std_12m,ln_price,beta,turn_1m,turn_3m,turn_6m,turn_12m,bias_turn_1m,bias_turn_3m,bias_turn_6m,bias_turn_12m,rating_average,rating_change,rating_targetprice,holder_avgpctchange,macd,dea,dif,rsi,psy,bias,CON_BP,CON_EP,CON_EPS,CON_GPE,CON_NP,CON_ROE,CON_BP_REL,CON_EP_REL,CON_EPS_REL,CON_GPE_REL,CON_NP_REL,CON_ROE_REL
159,000001.SZ,1,0.0395644,0.566704,0.592828,-0.0920635,0.342976,0.775909,1.26339,-2.62458,0.587255,0.369223,0.344275,1.30922,-0.0522226,1.2863,0.877438,0.457491,0.378396,0,0,0.327875,0.33315,0.164357,0.101561,1.48776,1.12915,-0.230813,-0.366493,0,0,-0.0430109,-0.938007,-0.158015,-1.23446,-0.503564,-0.0395781,0.122376,-0.481444,-0.120823,0.111347,-0.18326,-0.0987511,-0.167126,-0.114894,-0.0398334,-0.79131,-0.487201,-0.353741,-0.309747,-0.553511,-0.462904,-0.0443017,-1.90917,-0.779218,0.0514502,-0.1248,0.106555,0.305051,-0.559482,-1.22071,-0.789211,-1.21953,-0.397336,-0.0406222,-0.656079,0.364745,-3.25078,2.20029,-2.47313,-0.223196,-0.10581,-0.742437,0.450617,0.513376,2.60942,0.551305,1.78791,0.456197,-0.232703,-0.129159,0.490961,0.542871,0.347971,0.112569
159,000002.SZ,1,-0.0213145,0.943759,1.14496,0.674327,0.362682,2.25611,1.46017,0.525204,-0.846461,-0.544984,-0.468023,-0.0936237,-0.293925,-0.620126,-0.671979,-1.14935,-0.98287,0.322301,0.0321257,0.28,-0.20741,-0.563998,-0.435628,-0.212456,0.552488,-0.945754,0.0256003,0.101469,0.112553,-3.07969,0.565684,-0.173248,0.263867,0.415193,0.421012,0.159789,0.535272,0.83331,0.529907,0.150835,0.171281,0.416215,0.662215,0.244052,1.20705,1.29865,1.10854,0.650164,1.33223,1.24853,0.880355,0.503588,-0.382664,0.30412,0.502451,0.244479,-0.0845649,0.477315,0.907745,0.531881,0.31237,-0.572572,0.0826916,0.3745,0.604227,-1.52168,-2.04895,-1.45081,0.00950851,-0.780372,-0.191708,1.70628,1.24254,0.000538698,1.16628,-1.47566,-0.35601,0.0729049,0.331623,0.420061,0.603842,0.37216,0.371439
159,000003.SZ,0,0.0236164,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
159,000004.SZ,1,0.137161,0.255319,0.341061,-0.823421,-0.170837,-0.844666,-0.254211,-0.528837,0.0606946,1.11231,0.300428,0.704669,0.0851358,-0.395244,1.52767,-0.244158,1.57989,-0.27314,-0.137206,-0.635178,-0.0875338,-0.102895,0.40208,1.5934,-0.499235,-0.14641,0.027501,-0.619321,-1.00199,1.9536,-0.143261,0.211789,-0.341265,-0.876234,-0.771587,1.73296,0.822085,0.492441,0.825051,0.582811,2.58293,2.22068,1.28159,-2.07293,-0.611167,-0.106918,0.767927,-2.80771,-1.28898,-0.247654,0.679104,0.333503,-0.953217,-2.23087,-1.21935,0.171813,1.15158,-2.69222,-2.75409,-1.85796,-0.471432,-0.551275,0.0458908,-0.092839,-1.6941,2.04104,0.355117,1.8111,-0.0498056,-0.51597,1.66794,0.341592,0.68388,0.634256,0.107082,2.49192,0.530911,0.173298,-0.0409087,0.130041,-0.17379,0.145457,-0.0985304
159,000005.SZ,0,0.0236164,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
159,000006.SZ,1,0.0184618,2.29291,2.68789,0.677119,0.502611,-0.231167,2.95851,0.590993,1.74036,1.57812,0.414716,-0.00478387,0.270195,0.401883,1.23391,0.0523158,0.618507,0.369165,0.222481,0.514168,0.988473,0.0825453,0.0922421,1.29405,1.58311,-0.337048,-0.846912,-0.221659,-0.131778,-0.182988,0.256441,-0.406732,-0.15774,-0.21382,-0.654381,-0.268241,-0.426992,-0.318192,-0.408719,-0.151236,-0.391968,-0.25785,-0.077141,0.225088,0.561628,0.408224,-0.584615,-0.216823,0.0173901,0.0129469,-1.07361,0.753101,-0.824584,0.452276,0.25774,0.0309426,-0.257244,0.484328,0.197437,-0.171469,-1.43879,-0.261202,-0.004221,-0.471103,0.0822849,-2.3881,-0.583851,-1.93708,-0.122399,0.502335,-0.443626,0.796989,1.28133,-0.178179,-0.632667,0.638326,0.271029,0.402235,0.439637,0.0541958,0.00869756,0.718132,0.425328
159,000007.SZ,0,0.0587481,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
159,000008.SZ,1,0.0726518,-0.583176,-0.182315,-1.24118,-2.21728,-0.526236,-0.417956,-0.3949,0.274183,-0.0395872,0.202283,-2.97069,0.0925069,-0.767363,-0.507411,-0.770324,-0.238167,0.615369,0.560005,-0.835139,0.689215,-2.65185,-2.67051,2.13105,-2.15173,1.33662,0.667109,2.09986,2.34263,2.11836,-0.143987,-1.39793,-1.4285,-0.861011,-0.493484,-0.342073,0.189222,0.665772,0.750584,-1.0641,-0.62466,-0.0410276,0.531035,-0.482454,0.689422,0.517211,1.02046,0.470099,0.870971,1.22842,1.39711,-0.271926,-0.108392,0.827474,0.881906,0.960566,1.26386,0.206677,0.199537,0.315365,1.21383,-0.599006,0.0498641,-0.100877,-0.271449,-0.42311,-1.0309,-1.23334,-0.349116,-0.464058,-1.8974,0.371168,0.743091,0.689171,0.116354,2.70767,0.576878,0.188303,-0.0444506,0.1413,-0.188837,0.15805,-0.107061
159,000009.SZ,1,0.166722,-1.54344,-1.86638,-1.48637,-0.778319,-0.896099,-1.23173,-0.665879,-0.406128,-1.28513,0.00513621,-0.328859,0.0870898,-0.471892,-0.454641,0.298836,-0.206216,-0.121709,-0.161776,-0.260652,-0.928642,-0.0248326,-0.0643417,-0.142815,-1.01552,0.4403,-0.475595,0.378808,0.349686,-1.60324,-0.660376,-0.065633,0.28923,0.297816,-2.07346,-0.31639,-0.200544,-1.11408,-0.927787,-0.254902,-0.0857406,0.244611,-0.169384,0.106378,-1.74133,-3.02875,-2.47494,0.347088,-0.892437,-2.41488,-2.5735,-1.16828,0.342524,-0.436846,-0.720199,-1.5886,-0.941549,-0.098211,-0.354772,-1.789,-1.47507,-1.19708,-0.0375803,-0.541821,-1.4466,-0.263947,0.443947,0.122854,-1.57648,-0.755563,-0.0648811,-2.16918,-2.1581,-0.807614,-1.04727,-1.22222,-0.102281,-0.414473,-0.458067,-0.509323,-0.071867,-0.739082,-0.254291
159,000010.SZ,0,0.0236164,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
